fen,game_id
r1b2r1k/1pp3pp/3p2q1/P2P1p2/2PBpPn1/4P1P1/6BP/R2Q1RK1 b - - 2 22,e2186
r1b2r1k/6pp/2pp2q1/P4p2/2PBpPn1/4P1PP/6B1/R2Q1RK1 b - - 0 24,e2186
r4r1k/6pp/b1pp1nq1/P4p2/2PBpP2/4P1PP/2Q3BK/R4R2 b - - 4 26,e2186
r4r1k/6pp/b1pp2q1/P6n/2PBBPp1/4P2P/2Q4K/R4R2 b - - 0 28,e2186
2r2r1k/6pp/b2p3q/P2B3n/2PB1Pp1/4P2P/2Q4K/R4R2 b - - 2 30,e2186
2r2r1k/6pp/b2p1B2/P2B4/2P2Pp1/4P2q/2Q5/R4RK1 b - - 1 32,e2186
2r2r1k/6pp/b2p1B2/P2B4/2P2Pp1/8/5R2/R5K1 b - - 0 34,e2186
r1bqk2r/pppp1ppp/2n5/8/1BBPn3/5N2/PP3PPP/RN1QK2R b KQkq - 0 8,e2187
r1bq3r/pppp1kpp/8/8/1n1Pn3/1Q3N2/PP3PPP/RN2K2R b KQ - 1 10,e2187
r1b2k1r/ppppQ1pp/8/8/3Pn3/5N2/PP3PPP/RN2K2R b KQ - 0 12,e2187
r1bk3r/pppp2pp/8/4N3/3Pn3/8/PP3PPP/RN3RK1 b - - 3 14,e2187
r1bk1r2/pppp2pp/5n2/4N3/3P4/2N5/PP3PPP/R3R1K1 b - - 7 16,e2187
r2k1r2/pppb2pp/3p1n2/8/2NP4/2N2P2/PP4PP/R3R1K1 b - - 0 18,e2187
r2k1r2/2pb2pp/3p1n2/pp6/3P4/2N1NP2/PP3KPP/R3R3 b - - 1 20,e2187
1r1k1r2/2pb3p/3p1n2/pp4p1/3P4/P1N1NP1P/1P3KP1/R3R3 b - - 0 22,e2187
r2k1r2/2pb4/3p1n2/pp4pp/1P1P4/P1N1NP1P/5KP1/RR6 b - - 2 24,e2187
r2k1r2/2pb4/3p1n2/pp6/1P1P2p1/P1N1NP2/5KP1/R1R5 b - - 1 26,e2187
3k1r2/2pb4/r2p4/pp1P3n/1P4p1/P1N1NP2/4K1P1/R1R5 b - - 2 28,e2187
3k1r2/2pb4/r2p4/pp1P4/1P6/P1N1NPn1/5K2/R1R5 b - - 2 30,e2187
3k1r2/2pb4/r2p4/pp1P4/1P3n2/P1N1KP2/2N5/R1R5 b - - 6 32,e2187
r2k4/2pb4/3p4/Pp1P1r2/5n2/P1N1KP2/2N5/R2R4 b - - 0 34,e2187
r2qkb1r/pp1bnppp/3p1n2/2pPp3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 b kq - 3 8,e2188
r2qk2r/pp1bbppp/3p1nn1/2pPp3/2P1P3/P1N2N2/1P2BPPP/R1BQR1K1 b kq - 0 10,e2188
r2qk2r/p2bbpp1/1p1p1nnp/2pPp3/1PP1P3/P1N2N2/4BPPP/1RBQR1K1 b kq - 1 12,e2188
r2qk2r/p2bbpp1/1p1p2np/P1pPp1n1/1PP1P3/2N2N2/4BPPP/1RBQR1K1 b kq - 0 14,e2188
r2q1rk1/3bbpp1/1p1p2np/2pPp1n1/1PP1P3/2N5/3NBPPP/1RBQR1K1 b - - 1 16,e2188
r2q1rk1/3bb1p1/1p1p3p/2PPppn1/2P1Pn2/2N5/3N1PPP/1RBQRBK1 b - - 0 18,e2188
r2q1rk1/4b1p1/3p3p/2pPpbn1/2P1Nn2/2N5/5PPP/1RBQRBK1 b - - 1 20,e2188
r4rk1/3qb1p1/3p3p/2pPpb2/2P1Nn2/5P2/6PP/1RBQRBK1 b - - 0 22,e2188
r5k1/1Q1qb1p1/3p3p/2pPpb2/2P1Nn2/5P2/r5PP/1RB1RBK1 b - - 4 24,e2188
r2q2k1/1Q2b1p1/1R1p3p/2pP1b2/2P1Np2/5P2/r5PP/4RBK1 b - - 1 26,e2188
r2q1bk1/6p1/1RQp3p/2pP4/2P1Rp2/5P2/r5PP/5BK1 b - - 0 28,e2188
r2qkb1r/1p1bpppp/p4n2/2p1N3/8/2N5/PPPP1PPP/R1BQ1RK1 b kq - 0 8,e2189
r3kb1r/1p1q1ppp/p3pn2/2p5/8/2NP4/PPP2PPP/R1BQ1RK1 b kq - 0 10,e2189
r4rk1/1p1qbppp/p3pn2/2p5/8/2NP3P/PPP2PP1/R1BQR1K1 b - - 0 12,e2189
r4rk1/1p1qbppp/p7/2pp4/5B2/3P3P/PPP2PP1/R2QR1K1 b - - 1 14,e2189
r4rk1/1p1q1ppp/p7/2ppR3/8/3P3P/PPP2PP1/R2Q2K1 b - - 0 16,e2189
4rrk1/1p1q2pp/p4p2/2pp4/8/3PR2P/PPPQ1PP1/R5K1 b - - 3 18,e2189
5rk1/1p1q2pp/p4p2/2p5/3p4/3P1Q1P/PPP2PP1/R5K1 b - - 1 20,e2189
4r1k1/1p2q1pp/p4p2/2p5/3p4/1P1P1Q1P/P1P2PP1/R4K2 b - - 0 22,e2189
4r1k1/6pp/pp2qp2/2p5/P2p2Q1/1P1P3P/2P2PP1/R4K2 b - - 2 24,e2189
4r1k1/6p1/pp2q2p/2p2p2/P2p3P/1P1P1Q2/2P2PP1/R4K2 b - - 0 26,e2189
4r1k1/8/1p2q1pp/p1p2p2/P2p3P/1P1P1Q2/2P2PP1/2R2K2 b - - 1 28,e2189
8/4r1k1/1p2q1pp/p1p2p2/P2p3P/1P1P1Q2/2P2PP1/2R2K2 b - - 5 30,e2189
8/4r1k1/1p2q3/p1p2ppQ/P2p4/1P1P4/2P2PP1/2R2K2 b - - 1 32,e2189
8/4r3/1p4k1/p1p2pp1/P2p4/1P1P4/2P2PP1/4RK2 b - - 1 34,e2189
rn1qk2r/pbpp1pb1/1p3ppp/8/2BPP3/2N2N2/PPPQ1PPP/R3K2R b KQkq - 2 8,e2190
r2qk2r/pbpn1pb1/1p1p1ppp/8/2BPP3/2N2N2/PPPQ1PPP/R3R1K1 b kq - 3 10,e2190
r2q1r2/pbpn1pbk/1p1p1ppp/8/2BPP3/2N2N1P/PPPQ1PP1/3RR1K1 b - - 2 12,e2190
r2q1r2/1b1n1pbk/pppp1ppp/8/3PPQ2/1BN2N1P/PPP2PP1/3RR1K1 b - - 1 14,e2190
r4r2/1b1nqpbk/p1pp1ppp/1p6/3PPQ2/1BN4P/PPP2PP1/3RRNK1 b - - 1 16,e2190
r4r2/1b1nqpbk/2pp1ppp/p7/1P1PPQ2/1BN4P/1PP2PP1/3RRNK1 b - - 0 18,e2190
r4r2/1b1nqpbk/3p1ppp/2p5/1p1PPQ2/1B2N2P/NPP2PP1/3RR1K1 b - - 1 20,e2190
r4r2/1b1n1pbk/3p1ppp/3Nq3/1p1pP3/1B5P/NPPQ1PP1/3RR1K1 b - - 3 22,e2190
r3qr2/1b1n1pbk/3p2pp/3N1P2/1p1p1P2/1B5P/NPPQ2P1/3RR1K1 b - - 0 24,e2190
rq3r2/1b3pbk/3p1Ppp/2nN4/1N1p1P2/1B5P/1PPQ2P1/3RR1K1 b - - 0 26,e2190
1q3r1b/1b2Rp1k/2Np1Ppp/r1nN4/3p1P2/1B5P/1PPQ2P1/3R2K1 b - - 4 28,e2190
1q3r1b/4Rp1k/2bp1Ppp/Q2N4/3p1P2/1P5P/1P4P1/3R2K1 b - - 0 30,e2190
5r1b/4Rp1k/2bp1Ppp/Q2N4/5P2/7P/1q1R2P1/6K1 b - - 1 32,e2190
5r1b/4Rp1k/2bp1Ppp/Q2N1q2/5P2/6PP/3R3K/8 b - - 0 34,e2190
r1bq1rk1/pppn1pbp/3p1np1/4P3/2P5/2N1PNP1/PP3PBP/R1BQK2R b KQ - 0 8,e2191
r1bq1rk1/pp1n1pbp/2p2np1/4p3/2P5/2N1PNP1/PPQ2PBP/R1B2RK1 b - - 1 10,e2191
r1b2rk1/1p1nqpbp/2p2np1/p3p3/P1P5/1PN1PNP1/2Q2PBP/R1B2RK1 b - - 0 12,e2191
r4rk1/1p2qpbp/2p2np1/p1n1pb2/P1P1P3/1PN2NP1/2Q2PBP/R1B1R1K1 b - - 0 14,e2191
r4rk1/1p2qpbp/2p2np1/p1n1p3/P1P1P3/BPN2BP1/2Q2P1P/R3R1K1 b - - 0 16,e2191
r4rk1/1p1n1pbp/2p1q1p1/p1n1p3/P1P1P3/BPN2BP1/3Q1P1P/3RR1K1 b - - 4 18,e2191
r2r2k1/1p1n1pbp/2pR2p1/p1n1p3/P1P1P3/BPN2BP1/5P1P/4R1K1 b - - 0 20,e2191
r2r1Bk1/1p1n1p1p/2p1n1p1/p3p3/P1P1P3/1PN2BP1/5P1P/3RR1K1 b - - 0 22,e2191
r2r1k2/1p3p1p/2p1n1p1/p1n1p3/P1P1P3/1P3BP1/4NP1P/1R2R1K1 b - - 3 24,e2191
r4k2/1p3p1p/2p1n1p1/p1n1p3/P1P1P3/1R3BP1/4NPKP/4R3 b - - 0 26,e2191
r4k2/1p3p1p/2p1n1p1/p1n1p3/P1P1P3/5BP1/5PKP/1RN5 b - - 3 28,e2191
5k2/1p3p1p/2p1n1p1/p1n1p3/P1PrP3/5BP1/4KP1P/1RN5 b - - 7 30,e2191
5k2/1p3p1p/2p1n1p1/p1n1p3/r3P3/5PP1/4K1BP/1RN5 b - - 0 32,e2191
5k2/1p3p1p/2p1n1p1/2n1p3/pr2P3/5PP1/4K2P/R1N2B2 b - - 1 34,e2191
rnbqk2r/ppp2pp1/5n2/4p2p/1b1pP3/2PP2PP/PP2QP2/R1BNKBNR b KQkq - 0 8,e2192
rnbqk2r/ppp2pp1/5n2/2b1p2p/4P3/2PP2PP/P3QPB1/R1BNK1NR b KQkq - 2 10,e2192
rn1qk2r/p1p2pp1/bp3n2/2b1p2p/2P1P3/3PB1PP/P3QPB1/R2NK1NR b KQkq - 0 12,e2192
r2qk2r/p1p2pp1/bpn2n2/4p2p/1bP1P3/3PBNPP/P3QPB1/R2N1K1R b kq - 4 14,e2192
r2q1rk1/p1p2pp1/bpn2n2/2B1p2p/2P1P3/P2P1NPP/4QPB1/R2N1K1R b - - 0 16,e2192
r2q1rk1/p1p2pp1/b4n2/2p1p2p/2PnP3/P1NP1NPP/5PB1/R2Q1K1R b - - 3 18,e2192
3q1rk1/p1p2pp1/b4n2/2pNp2p/2PNP3/P2P2PP/1r3PB1/R2Q1K1R b - - 0 20,e2192
3q1rk1/p4pp1/b1p2n2/4p2p/1NPpP1P1/P2P3P/1r3PB1/R2Q1K1R b - - 1 22,e2192
2bq1rk1/p2n1pp1/2p5/4p1PQ/1NPpP3/P2P3P/1r3PB1/R4K1R b - - 0 24,e2192
2bq1rk1/p4p2/2p3p1/2n1p1P1/1NPpP2Q/P2P1B1P/1r3P2/R4K1R b - - 1 26,e2192
r3kb1r/ppq1pppp/2p5/2pnP3/6b1/3P1N2/PPPN1PPP/R1BQ1RK1 b kq - 4 8,e2193
r3kb1r/ppq2ppp/2p1p3/2pnP2b/8/P2P1N1P/1PPN1PP1/R1BQ1RK1 b kq - 0 10,e2193
2kr1b1r/ppq2pp1/2p1p2p/2pnP2b/2N5/P2P1N1P/1PP2PP1/R1BQR1K1 b - - 1 12,e2193
2kr1b1r/ppq5/2p1Rp1p/2pn3b/2N5/P2P1N1P/1PP2PP1/R1BQ2K1 b - - 0 14,e2193
2kr1br1/pp3q2/2p2p1p/2pn3b/2N5/P2P1N1P/1PPB1PP1/R2QR1K1 b - - 4 16,e2193
2kr1br1/p4q2/2p2p1p/1pp4b/5nN1/P2P1N1P/1PPB1PP1/R2QR1K1 b - - 3 18,e2193
2kr1br1/p4q2/2p4p/1pp1Np1b/6N1/P2P3P/1PPB1P2/R2QR1K1 b - - 1 20,e2193
2kr1br1/p7/2p2q1p/1pp1Np1b/6N1/P2P1P1P/1PPBQ3/R3R1K1 b - - 2 22,e2193
2k1r1r1/p7/2Nb1q1p/1pp2p1b/6N1/P1BP1P1P/1PP1Q3/R3R1K1 b - - 0 24,e2193
2k3r1/p3N3/3b1B1p/1pp2p1b/6N1/P2P1P1P/1Pr5/R3R1K1 b - - 1 26,e2193
2k1b1r1/p3R3/5B1p/1pp2p2/6N1/P2P1P1P/1Pr5/4R1K1 b - - 2 28,e2193
2k3r1/p2b3R/5B1p/1pp5/6P1/P2P3P/1Pr5/4R1K1 b - - 0 30,e2193
2k3r1/p7/2b1RB1R/2p5/1p4P1/P2P3P/1Pr5/6K1 b - - 2 32,e2193
2k3r1/p3B3/2b4R/2p1R3/1p4P1/P2P3P/1Pr5/6K1 b - - 6 34,e2193
rn1k1b1r/ppp3pp/4pn2/4p3/4P3/2N2N2/PPP2PPP/R1B1K2R b KQ - 1 8,e2194
r2k3r/ppp3pp/2n1pn2/4p1B1/1b2P3/2N2N2/PPP2PPP/2KR3R b - - 5 10,e2194
2r4r/ppp1k1pp/2n1pn2/1N2p1B1/1b2P3/2P2N2/PP3PPP/2KR3R b - - 0 12,e2194
2r4r/ppp1k1p1/2n1pn1p/bN2p3/4P2B/2P2N2/PP3PPP/2KRR3 b - - 1 14,e2194
2r4r/2p1k1p1/p1n1pn1p/bp2p3/4P3/N1P2NB1/PP3PPP/2KRR3 b - - 1 16,e2194
2r2r2/2pnk1p1/p1n1p2p/bp2p2P/4P3/N1P2NB1/PP3PP1/2KRR3 b - - 0 18,e2194
2r5/2pnk1p1/pbn1prNp/1p2p2P/4P3/N1P3B1/PP3PP1/2KRR3 b - - 4 20,e2194
5r2/2pnk1p1/pbn1p1Pp/1p2p3/4P3/N1P3B1/PP2RPP1/2KR4 b - - 2 22,e2194
5r2/2p1k1p1/pbn1p1Pp/1p2p3/nP2P3/N1P3B1/P1K1RPP1/3R4 b - - 2 24,e2194
4k3/2p3p1/pbn1prPp/1p2p3/nPP1P3/NK4B1/P3RPP1/3R4 b - - 0 26,e2194
4k3/2p3p1/p3prPp/1P2p3/nP1bP3/NK4B1/P3RPP1/8 b - - 0 28,e2194
4k3/2p3p1/1n2prPp/4p3/1P1NP3/1K4B1/P3RPP1/8 b - - 0 30,e2194
4k3/2Bn2p1/4prPp/8/PP1pP3/1K6/4RPP1/8 b - - 0 32,e2194
4k3/2Bn2p1/6rp/PP2p3/3pP3/1K6/4RPP1/8 b - - 0 34,e2194
rnbqk2r/pp2bppp/4p3/2P5/4B3/5N2/PPP2PPP/R1BQK2R b KQkq - 0 8,e2195
rnb1k2r/pp3ppp/4p3/2b5/4B3/5N2/PPP1KPPP/R1B4R b kq - 1 10,e2195
r1b1k2r/pp1n1ppp/4p3/8/4B3/4KN2/PPP2PPP/R6R b kq - 0 12,e2195
r1b1k2r/pp4pp/4pp2/2n5/3NB3/4K3/PPP2PPP/R2R4 b kq - 1 14,e2195
2kr3r/pp1b2pp/4pp2/2n5/8/1N2KB2/PPP2PPP/R2R4 b - - 5 16,e2195
2kr3r/pp1b2pp/5p2/N3p3/n7/4KB2/PPP2PPP/1R1R4 b - - 1 18,e2195
2k2r1r/p2b2pp/1p1N1p2/4p3/n7/4KB2/PPP2PPP/1R1R4 b - - 3 20,e2195
5r1r/p1k3pp/1p3p2/1N2pb2/n1P5/4KB2/PP3PPP/1R1R4 b - - 2 22,e2195
1k1r3r/p5pp/1p3p2/1N2pb2/n1P5/1P2KB2/P4PPP/2RR4 b - - 0 24,e2195
1k1r3r/p5pp/1p2bp2/2n1p3/2P1N3/1P2KB2/P4PPP/2RR4 b - - 4 26,e2195
1k1r3r/p5p1/1p2bp2/4p2p/2P1B2P/1P2K3/P4PP1/2RR4 b - - 0 28,e2195
3r3r/p1k5/1p2bp2/4p1Pp/2P1B3/1P2K1P1/P4P2/2RR4 b - - 0 30,e2195
3k3r/p7/1p2b3/4p1pp/2P1B3/1P2K1P1/P4P2/7R b - - 1 32,e2195
3k3r/p7/1p2b3/4p3/2P1B2p/1P2K3/P4P2/6R1 b - - 1 34,e2195
rnbq1rk1/pp3ppp/4pn2/2p5/1bBP4/2N1PN2/PP3PPP/R1BQ1RK1 b - - 0 8,e2196
r1bq1rk1/1p1n1ppp/p3pn2/2p5/1bBP4/2N1PN2/PP2QPPP/R1BR2K1 b - - 1 10,e2196
r1b2rk1/1p1nqppp/p3pn2/8/1bBNP3/2N5/PP2QPPP/R1BR2K1 b - - 0 12,e2196
r1br2k1/1p2qppp/p3pn2/4n3/1b1NPB2/1BN5/PP2QPPP/R2R2K1 b - - 4 14,e2196
r1br2k1/1p2qppp/p4nn1/4pN2/1b2P3/1BN3B1/PP2QPPP/R2R2K1 b - - 1 16,e2196
r2r2k1/1p2qppp/p4n2/4pP2/1b3n2/1BN2QB1/PP3PPP/R2R2K1 b - - 2 18,e2196
2rr2k1/1p2qppp/p7/4pP1n/1b2NB2/1B3Q2/PP3PPP/R2R2K1 b - - 0 20,e2196
2rr1qk1/1p3ppp/p4P2/4p3/1b2Nn2/1B3QP1/PP3P1P/R2R2K1 b - - 0 22,e2196
2r2qk1/1p3ppp/p4Pn1/4p1N1/1b6/1B3QP1/PP3P1P/3R2K1 b - - 0 24,e2196
5qk1/1pr2Np1/p4Pnp/4p2Q/1b6/1B4P1/PP3P1P/3R2K1 b - - 0 26,e2196
rnbqk2r/pp2ppbp/6p1/2P3B1/7P/2P5/P3PPP1/R2QKBNR b KQkq - 0 8,e2197
rnbqk2r/pp2pp1p/6p1/2P5/7P/8/P2QPPP1/R3KBNR b KQkq - 0 10,e2197
r1b1k2r/pp2pp1p/n5p1/2P5/7P/8/P2KPPP1/2R2BNR b kq - 2 12,e2197
r3k2r/pp2pp1p/B5p1/2P5/4b2P/8/P2K1PP1/2R3NR b kq - 0 14,e2197
r3k2r/p3pp1p/p5p1/2P5/7P/4K3/P4PbR/2R3N1 b kq - 1 16,e2197
r3k2r/p4p1p/p1b3p1/2P1p3/5P1P/4K3/P3N2R/2R5 b kq - 0 18,e2197
r4rk1/p4p1p/p1b3p1/2P5/3N1K1P/8/P6R/2R5 b - - 2 20,e2197
r3r1k1/p4p1p/p5p1/2Pb4/3N1K1P/8/P3R3/2R5 b - - 6 22,e2197
r5k1/p4p1p/p1P3p1/8/5K1P/8/b3N3/2R5 b - - 0 24,e2197
r5k1/p4p1p/2P1b1p1/p3K3/3N3P/8/8/2R5 b - - 1 26,e2197
r5k1/p1P4p/4p1p1/4K3/p6P/8/8/2R5 b - - 0 28,e2197
2r5/p1PK2kp/6p1/8/p6P/8/8/2R5 b - - 2 30,e2197
8/p1R4p/3K1kp1/8/p6P/8/8/8 b - - 2 32,e2197
8/R7/3K1k2/6Pp/p7/8/8/8 b - - 0 34,e2197
r2qkb1r/pp3ppp/2n1pn2/3p4/3P1Bb1/1QP2N2/PP1N1PPP/R3KB1R b KQkq - 1 8,e2198
r1q1k2r/pp2bppp/2n1pn2/3pN3/3P1Bb1/1QP2P2/PP1N2PP/R3KB1R b KQkq - 0 10,e2198
r1q1k2r/pp2bpp1/2n1pn1p/3pNb2/3P1B2/1QP2P2/PP1NB1PP/R4RK1 b kq - 1 12,e2198
r1q2rk1/pp2bppb/2n1pn1p/3pN3/3P1B2/1QP2P2/PP1N2PP/R3RBK1 b - - 5 14,e2198
r1q2rk1/pp1nbppb/4p2p/3p4/3P4/1QP2PB1/PP1N2PP/R3RBK1 b - - 2 16,e2198
rnq2rk1/1p2bppb/p3p2p/P2p4/3P4/1QP2PB1/1P1N2PP/R3RBK1 b - - 0 18,e2198
r1qb1rk1/1p3ppb/p1n1p2p/P2p4/3P4/1QP2PB1/RP1N2PP/R4BK1 b - - 4 20,e2198
r4rk1/1pq2ppb/pQn1p2p/P2p4/3P4/2P2P2/RP1N2PP/R4BK1 b - - 1 22,e2198
2r2rk1/1p2qppb/pQn1p2p/P1Np4/3P4/2P2P2/RP4PP/R4BK1 b - - 5 24,e2198
5r1k/1pr1qppb/p1n1p2p/P1Np4/3P4/1QP2P2/RP4PP/4RBK1 b - - 9 26,e2198
6rk/1pr1qp1b/p1n1p2p/P1Np2p1/3P4/2P2PP1/RP5P/3QRBK1 b - - 0 28,e2198
6rk/1pr2p1b/p1nqp3/P1Np2pp/1P1P4/2P2PPB/R6P/3QR1K1 b - - 1 30,e2198
6rk/npr2p1b/p2qp3/P1Np2p1/1P1P3p/2P2PPB/R3Q1KP/4R3 b - - 3 32,e2198
7k/1pr2prb/p2qp3/PnNp2p1/1P1P3p/2P1QPPB/6KP/R3R3 b - - 7 34,e2198
r1bqkb1r/pp3ppp/2n1pn2/2p5/2B5/N1P2N2/PP1PQPPP/R1B2RK1 b kq - 1 8,e2200
r1bq1rk1/pp2bppp/2n1pn2/2p5/2BP4/N1P2N2/PP2QPPP/R1BR2K1 b - - 0 10,e2200
r1bq1rk1/1p2bppp/p1n1pn2/8/2BN4/2P2N2/PP2QPPP/R1BR2K1 b - - 0 12,e2200
r1b2rk1/1pq1bppp/p3pn2/8/2BR1B2/2P2N2/PP2QPPP/R5K1 b - - 2 14,e2200
r1b2rk1/4bppp/p3pn2/1pq5/3R1B2/1BP2N2/PP2QPPP/3R2K1 b - - 1 16,e2200
r4rk1/4bppp/p3pn2/1pqBN3/3R1B2/2P5/PP2QPPP/3R2K1 b - - 0 18,e2200
r4rk1/3nbppp/p7/1pqR4/5B2/2P5/PP2QPPP/3R2K1 b - - 0 20,e2200
r4rk1/4Qppp/pq1R1n2/1p6/5B2/2P5/PP3PPP/3R2K1 b - - 2 22,e2200
r4rk1/5ppp/p4R2/1p2Q3/2q2B2/2P5/PP3PPP/3R2K1 b - - 0 24,e2200
r4rk1/5p1p/p3q3/1p4Q1/5B2/2P5/PP3PPP/3R2K1 b - - 2 26,e2200
r3r1k1/5p1p/p5q1/1p6/5B1Q/2P4P/PP3PP1/3R2K1 b - - 0 28,e2200
r5k1/5p1p/p7/1p6/4r3/2P3BP/PP3PP1/3R2K1 b - - 0 30,e2200
6k1/3R1p1p/p3r3/1p6/4r3/2P3BP/PP3PP1/6K1 b - - 4 32,e2200
6k1/3R1p1p/p3r3/1p6/4r3/2P3BP/PP3PP1/6K1 b - - 8 34,e2200
rn1qkb1r/ppp2ppp/1n2p1b1/3pP3/3P3P/1B4N1/PPP2PP1/RNBQK2R b KQkq - 0 8,e2201
rn2kb1r/pppq1pp1/1n2p1b1/3pP1Bp/3P3P/1BP3N1/PP3PP1/RN1QK2R b KQkq - 0 10,e2201
r3kb1r/pp1q1pp1/1nn1p1b1/2ppP1Bp/3P3P/1BP2NN1/PP3PP1/R2QK2R b KQkq - 3 12,e2201
r3k2r/pp1q1pp1/1nn1p1b1/3pP2p/1b1P3P/1B3NN1/PP1B1PP1/R2QK2R b KQkq - 2 14,e2201
r3k2r/1p1qbpp1/1nn1p1b1/p2pP2p/3P3P/1B3NN1/PP1B1PP1/R2QR1K1 b kq - 1 16,e2201
r3k2r/1p1qbpp1/1nn1p3/3pP2p/p2P3P/5NN1/PPQB1PP1/R3R1K1 b kq - 0 18,e2201
2r1k2r/1p1qbpp1/1nn1p3/3pP2p/3P3P/pP1Q1NN1/P2B1PP1/R3R1K1 b k - 2 20,e2201
2r1k2r/1p1qbp2/1n2p1p1/3pP1Np/1B1P3P/pP1Q2N1/P4PP1/R3R1K1 b k - 0 22,e2201
2R1k2r/1p1qbp2/1n2p1p1/3pP1Np/3P3P/pP1Q2N1/P4PP1/R5K1 b k - 0 24,e2201
2q2rk1/1p2bp2/1n2p1p1/3pP1Np/3P3P/pP4N1/P2Q1PP1/2R3K1 b - - 3 26,e2201
3q1rk1/1p2bp2/1n2p1p1/3pP1Np/3P3P/pP3RN1/P2Q1PP1/6K1 b - - 7 28,e2201
3q1r2/1p3pk1/1n2pRp1/3pP1Pp/3P4/pP4N1/P2Q1PP1/6K1 b - - 2 30,e2201
5r2/1p1n1pk1/1q2p1p1/3pP1Pp/3P4/pP3R2/P2QNPP1/6K1 b - - 6 32,e2201
2r5/1p1n1pk1/1q2p1p1/3pP1P1/3P1Rp1/pP6/P2QNP2/6K1 b - - 1 34,e2201
r2qk2r/pp1bppb1/2np1np1/7p/3NP3/2N1BP2/PPPQ2PP/1K1R1B1R b kq - 3 10,e2202
1r1qk2r/pp1bppb1/2np1np1/8/2BNP2p/2N1BP1P/PPPQ2P1/1K1R3R b k - 1 12,e2202
1r1qk2r/p2bppb1/3p1np1/nN6/3NP2p/4BP1P/PPPQB1P1/1K1R3R b k - 0 14,e2202
1r1q1rk1/3bppb1/p2p1np1/n7/4P2p/NN2BP1P/PPPQB1P1/1K1R3R b - - 3 16,e2202
1r1q1rk1/3bppb1/3p1np1/p5B1/4P2p/NP3P1P/1PPQB1P1/1K1R3R b - - 1 18,e2202
1r1qnrk1/3bppb1/3P2p1/6B1/p6p/NP3P1P/1PPQB1P1/1K1R3R b - - 0 20,e2202
1r1B1rk1/3b1pb1/3p2p1/8/p6p/NP3P1P/1PP1B1P1/1K1R3R b - - 0 22,e2202
1r1r2k1/3b1pb1/3p2p1/8/7p/NB3P1P/1PP3P1/1K1R3R b - - 0 24,e2202
3r2k1/5pb1/1r1pb1p1/8/2P4p/NB3P1P/KP4P1/3R3R b - - 0 26,e2202
1r4k1/5pb1/1r1p2p1/5b2/2P4p/NB2RP1P/KP4P1/7R b - - 4 28,e2202
1r4k1/5p2/1r1p2p1/5b2/2P4p/NB2RP1P/KP4P1/8 b - - 0 30,e2202
1r4k1/5p2/1r2b1p1/2Pp4/7p/NB1R1P1P/KP4P1/8 b - - 0 32,e2202
r1bqkb1r/1p1npppp/p7/2p5/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 8,e2203
r1bqkb1r/1p1n1ppp/p3p3/8/3Q4/2N2N2/PPP2PPP/R1B1K2R b KQkq - 0 10,e2203
r2qkb1r/1b1n1ppp/p3p3/1p6/3Q1B2/2N2N2/PPP2PPP/2KR3R b kq - 3 12,e2203
r2qkb1r/3n1ppp/p3p3/3b4/1p1QNB2/5N2/PPP2PPP/2KRR3 b kq - 3 14,e2203
2rqk2r/1Q1nbppp/p3p3/8/1p2NB2/5N2/PPP2PPP/2KRR3 b k - 2 16,e2203
1R6/2p1b2p/1pb1nk2/2p1pp2/2P5/3P1P2/2NB2P1/5K2 b - - 2 32,e2204
1R6/2p4p/1pbbn1k1/2p1pp2/2P3P1/3PNP2/3B4/5K2 b - - 0 34,e2204
r1b1kb1r/ppppq1pp/5N2/1B2p3/3n4/5N2/PPP1QPPP/R1B1K2R b KQkq - 0 8,e2205
r1b1kb1r/ppppq2p/5p2/1B6/3p4/8/PPP1QPPP/R1B2RK1 b kq - 1 10,e2205
r1b1kb1r/pp1p1q1p/2p2p2/1B5Q/3p4/8/PPP2PPP/R1B1R1K1 b kq - 3 12,e2205
r1b1k2r/pp2bq1p/2p2p2/3p4/3p3Q/8/PPP1BPPP/R1B1R1K1 b kq - 1 14,e2205
r1bq1rk1/ppp2ppp/2Nb1n2/8/2BPp3/2N5/PPP2PPP/R1BQ1RK1 b - - 0 8,e2206
1rbq1rk1/p1p2ppp/2pb1n2/8/2BPp3/2N4P/PPP2PP1/R1BQR1K1 b - - 2 10,e2206
1r1qr1k1/p1p2ppp/2pb1n2/5bB1/2BPp3/2N4P/PPP2PP1/1R1QR1K1 b - - 6 12,e2206
1r1qr1k1/p1p2pp1/2p2n1p/5b2/1b1Pp3/1BN1B2P/PPP2PP1/1R1QR1K1 b - - 3 14,e2206
1r1qr1k1/p1p2pp1/2p4p/5b2/3PpN2/1B2B2P/PPP2PP1/1R1Qb1K1 b - - 1 16,e2206
1r1qr1k1/p1p2pp1/2pb3p/5b2/2PPp3/1B2B2P/PP2NPP1/1R1Q2K1 b - - 2 18,e2206
1r1qr1k1/p1p2pp1/2p4p/5bb1/2PPp3/1B2B2P/PP1QNPP1/3R2K1 b - - 6 20,e2206
1r2r1k1/p1p2pp1/2p2q1p/5b2/2PPp3/1B2Q1NP/PP3PP1/3R2K1 b - - 2 22,e2206
