fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,family,piece,capture,check,quiet,pawn_move,phase,real_found
3r2k1/4R1pp/1p6/3p4/1P1Pp3/4PP2/1r4PP/5RK1 b - - 0 26,52,lTqRAlYx,d8c8,-97,29,g8f8,0.0066,0.0042,0.0038,0.0055,b2b4,b2b4,b2b4,b2b4,199.0,0.0066,-0.0011,True,club,4,rook,False,False,True,False,endgame,False
r2qkb1r/pp3ppp/2p1p3/3n2P1/3PN3/6QP/PPP5/2KR1B1R b kq - 2 14,28,OzHxYSgZ,d8b8,107,10,g7g6,0.0035,0.0055,0.0098,0.0159,f8e7,f8e7,f8e7,f8e7,176.0,0.0159,0.0124,True,club,0,queen,False,False,True,False,middlegame,False
r6r/pp1qk1b1/2p1p1pP/3n4/3PN3/P5Q1/1PP1B3/2KR3R b - - 0 22,44,OzHxYSgZ,g7f6,-447,51,g7h6,0.024,0.0219,0.0181,0.0154,h8h6,h8h6,h8h6,h8h6,140.0,0.024,-0.0086,True,club,6,bishop,False,False,True,False,middlegame,False
r2qr1k1/pp1nbppp/4bn2/3p2B1/5P2/1N1B3P/PPP1N1P1/R2Q1RK1 b - - 0 12,24,HW0MlOOH,d7b6,33,25,d7c5,0.0216,0.0243,0.0224,0.0159,h7h6,h7h6,h7h6,f6e4,349.0,0.0243,-0.0057,True,club,1,knight,False,False,True,False,middlegame,False
1R6/pp3kp1/7p/3p2qN/8/3B3P/PbP3P1/7K b - - 2 28,56,HW0MlOOH,g5c1,831,255,g5c1,0.0374,0.0336,0.031,0.0308,g5h5,g5h5,g5h5,g5h5,496.0,0.0374,-0.0066,True,club,7,queen,False,True,False,False,endgame,True
r1bq1rk1/pp3pb1/3p1npp/4p3/2Pn4/P1NBB2P/1P3PP1/R2QK1NR b KQ - 1 12,24,JGuAYGJA,b7b5,314,13,f8e8,0.002,0.0012,0.0006,0.0004,d4c6,d4c6,d4f5,c8e6,118.0,0.002,-0.0016,True,club,0,pawn,False,False,True,True,middlegame,False
r1bqr1k1/pp1n1pb1/3p2pp/4p3/1PPn4/P1NBB2P/4NPP1/R2QK2R b KQ - 0 14,28,JGuAYGJA,d7b6,210,35,a7a5,0.0323,0.0309,0.0292,0.0249,d4e2,d4e2,d4e2,f7f5,110.0,0.0323,-0.0074,True,club,0,knight,False,False,True,False,middlegame,False
4r3/1p3pbk/1N4pp/2P2b2/3p3q/7P/5PP1/2QR1BK1 b - - 0 26,52,JGuAYGJA,e8e5,239,65,d4d3,0.0433,0.0401,0.0363,0.0321,d4d3,d4d3,e8d8,e8d8,101.0,0.0433,-0.0112,True,club,5,rook,False,False,True,False,middlegame,False
8/1p4k1/1N4pp/2P2b2/3b3q/3p3P/5PP1/3RQBK1 b - - 2 30,60,JGuAYGJA,h6h5,-544,13,h4f4,0.0141,0.011,0.0103,0.0135,d4c5,d4c5,d4c5,d4c5,145.0,0.0141,-0.0006,True,club,3,pawn,False,False,True,True,middlegame,False
2r5/1q1n1pbk/4b2p/Bp2pNpP/1P1pP3/3P1Q2/4NPP1/3B2K1 b - - 1 34,68,0sOdf8BC,c8a8,315,0,g7f8,0.0105,0.0068,0.0054,0.0073,e6f5,e6f5,e6f5,e6f5,112.0,0.0105,-0.0032,True,club,7,rook,False,False,True,False,middlegame,False
rnb1k2r/ppp1ppbp/6p1/3NP2n/5B2/8/PPP2PPP/3RKBNR b Kkq - 2 8,16,i6MJs4rw,c8d7,-98,6,e8g8,0.0008,0.0004,0.0003,0.0003,h5f4,h5f4,h5f4,h5f4,1900.0,0.0008,-0.0005,True,club,1,bishop,False,False,True,False,opening,False
1r4k1/p4pbp/2p5/2Nn3p/8/2P5/PP3PPP/2B1R1K1 b - - 4 24,48,i6MJs4rw,f7f5,-297,19,g8f8,0.0498,0.037,0.0264,0.0223,b8b5,b8b5,b8b5,b8b5,1699.0,0.0498,-0.0275,True,club,4,pawn,False,False,True,True,endgame,False
3r1r2/p3bp1k/1qpp2p1/4p2N/4P1QP/1P1R4/P1P2PP1/3R2K1 b - - 0 22,44,X9KylSoM,b6c7,-181,9,f8h8,0.0044,0.0038,0.0027,0.0022,g6h5,g6h5,g6h5,g6h5,1815.0,0.0044,-0.0022,True,club,6,queen,False,False,True,False,middlegame,False
3r3r/p5k1/1qpp1pp1/4p3/4P1Q1/1P1R2N1/P1P2PP1/3R2K1 b - - 1 26,52,X9KylSoM,b6c7,-647,33,b6c7,0.0393,0.0403,0.0411,0.0401,h8h6,h8h6,h8h6,h8h6,317.0,0.0411,0.0008,True,club,3,queen,False,False,True,False,middlegame,True
3r2k1/p1q1bppp/2p2n2/4p3/1p2P3/1B1P1QB1/PP1r1PPP/R3R1K1 b - - 0 18,36,lStAso5K,e7c5,102,23,d8d3,0.009,0.005,0.0037,0.0037,d2d3,d2d3,d2d3,d2d3,126.0,0.009,-0.0053,True,club,0,bishop,False,False,True,False,middlegame,False
4rr1k/1p4p1/p1p2n1p/3n3Q/3P4/2BB2P1/PP3P1P/R3R1K1 b - - 0 32,64,MpNfo5hH,e8e1,-287,176,f6h5,0.0499,0.0325,0.0272,0.0242,f6h5,f6h5,f6h5,f6h5,188.0,0.0499,-0.0257,True,club,6,rook,True,True,False,False,middlegame,False
4rbk1/1p3p1p/5rp1/Pp1Pp3/1Pp1P1P1/6PP/2B3K1/1R1R4 b - - 0 28,56,oSbn6Apj,f6a6,182,25,f8d6,0.0198,0.0237,0.0267,0.033,f8d6,f8d6,f8d6,f8d6,627.0,0.033,0.0132,True,club,0,rook,False,False,True,False,endgame,False
6k1/p1p2qp1/1p1p1n1p/5Q2/2PN4/2PP3P/P4PPK/8 b - - 0 26,52,2L9bz0T7,d6d5,-107,32,f6d7,0.0411,0.0317,0.0245,0.0198,g7g6,c7c5,c7c5,f7d7,117.0,0.0411,-0.0213,True,club,4,pawn,False,False,True,True,endgame,False
1kr4r/pN2bp2/2n2p2/4pq2/Q7/2RP1NP1/PP2P1KP/2R5 b - - 0 20,40,JRiOqq5T,f5d7,-469,29,f5h3,0.0093,0.0069,0.005,0.0042,b8b7,b8b7,b8b7,b8b7,191.0,0.0093,-0.0051,True,club,6,queen,False,False,True,False,middlegame,False
3rr1k1/2q1b1pp/p4p2/1p1bNn2/8/P1P4P/1P3QP1/2BNRR1K b - - 0 24,48,zzCDHA7k,d5e6,463,92,g7g6,0.0239,0.0236,0.0234,0.0226,f6e5,f6e5,f6e5,f6e5,348.0,0.0239,-0.0013,True,club,0,bishop,False,False,True,False,middlegame,False
4r1k1/4rpb1/1q1p2pp/2p5/1pP2BP1/pP3QNP/P6K/3R1R2 b - - 0 32,64,kmVFISeM,d6d5,-287,44,g7e5,0.009,0.0065,0.0059,0.0075,g7e5,g7e5,g7e5,g7e5,141.0,0.009,-0.0015,True,club,2,pawn,False,False,True,True,middlegame,False
r3kbnr/pppbqp1p/2np4/6p1/P1BPPp2/2N2N2/1PP3PP/R1BQ1RK1 b kq - 0 8,16,DersPekk,h7h6,-95,49,e8c8,0.0201,0.023,0.0274,0.05,e8c8,e8c8,e8c8,e8c8,204.0,0.05,0.0299,True,club,1,pawn,False,False,True,True,opening,False
2krq1nr/1ppb1pbp/p1np4/P2N2N1/2BPPp2/2P5/1P4PP/R1BQ1RK1 b - - 0 12,24,DersPekk,g8h6,-355,33,h7h6,0.0388,0.0302,0.0237,0.041,h7h6,h7h6,h7h6,h7h6,135.0,0.041,0.0022,True,club,6,knight,False,False,True,False,middlegame,False
7N/ppkn2Q1/4p3/2bp4/6p1/6P1/P2q4/2R2R1K b - - 2 28,56,fClHcVgc,d2b4,-425,15,b7b6,0.0184,0.0183,0.0142,0.0115,b7b6,b7b6,b7b6,c7d6,111.0,0.0184,-0.0069,True,club,2,queen,False,False,True,False,middlegame,False
6k1/1pp3pp/1p6/1P2p3/P7/5P2/1r1r2PP/R5RK b - - 2 26,52,a6miTqye,b2c2,192,5,b2a2,0.0308,0.0276,0.0253,0.0241,b2a2,b2a2,b2a2,b2a2,145.0,0.0308,-0.0067,True,club,5,rook,False,False,True,False,endgame,False
3r4/5kpp/5p2/3N2P1/1P5r/3RB3/1K3P2/8 b - - 0 32,64,i4654ujN,h4e4,-257,6,h4g4,0.0272,0.03,0.0339,0.0423,f6g5,f6g5,f6g5,f6g5,146.0,0.0423,0.0151,True,club,2,rook,False,False,True,False,endgame,False
r6r/ppk4p/n2p2q1/1BpP1p2/7Q/5N2/PPP2PP1/2KR4 b - - 0 22,44,8QHM6Uda,a8g8,-16,19,a8d8,0.005,0.0056,0.0082,0.0137,a6b4,a6b4,a6b4,a6b4,225.0,0.0137,0.0087,True,club,4,rook,False,False,True,False,middlegame,False
r1r5/7k/4Qp2/p2p4/Pp1P1P1N/8/1Pq3P1/R5K1 b - - 0 32,64,AMRnMZPI,c8c7,-30,25,c2e4,0.0101,0.0121,0.0128,0.0145,c2b2,c2b2,c2e4,c2e4,734.0,0.0145,0.0044,True,club,6,rook,False,False,True,False,endgame,False
3r1r2/1p2bpk1/3p4/pNpPn1p1/2P1N3/PP3PP1/4R1K1/R7 b - - 0 28,56,Av8qu2b4,a5a4,-52,32,f8h8,0.0084,0.0048,0.0039,0.0049,f8h8,f8h8,f7f5,f7f5,125.0,0.0084,-0.0035,True,club,4,pawn,False,False,True,True,middlegame,False
1br1r1k1/1p1q1pp1/p5p1/P2pn2n/5N2/1P1PB1PP/2PQ2BK/R4R2 b - - 8 26,52,KBQtHhA3,h5g3,350,103,h5f4,0.0169,0.0158,0.0151,0.0143,h5f4,h5f4,h5f4,h5f4,335.0,0.0169,-0.0026,True,club,0,knight,True,False,False,False,middlegame,False
1k1rb3/1pp5/p1n4p/2bN2p1/8/5NBP/PPP2PP1/2KR4 b - - 0 24,48,5P3eoSzH,b8c8,-213,12,e8f7,0.0083,0.0073,0.0081,0.0098,c5d6,c5d6,c5d6,e8f7,301.0,0.0098,0.0015,True,club,4,king,False,False,True,False,middlegame,False
1r1r1k2/3bppb1/B2p2pp/1p6/8/P1P1B2P/1P3PP1/1R1R2K1 b - - 0 20,40,72I1IWr3,g6g5,135,12,d7c6,0.0202,0.0143,0.0124,0.0144,d7f5,d7f5,d7f5,b8a8,129.0,0.0202,-0.0058,True,club,0,pawn,False,False,True,True,middlegame,False
r1b1r1k1/1p3ppp/p7/4q3/3p4/1Q6/P1PB1PPP/R4RK1 b - - 1 20,40,6uC5DRxS,e5c5,130,4,c8e6,0.0044,0.0045,0.0044,0.0043,b7b5,b7b5,b7b5,b7b5,552.0,0.0045,-0.0001,True,club,0,queen,False,False,True,False,middlegame,False
1r1q1rk1/3bb1p1/3p2Pp/1ppPp3/2P1P3/2N2N2/1P1Q2P1/2KR3R b - - 1 20,40,J4p07yJX,f8f3,508,132,f8f3,0.0021,0.0019,0.0019,0.0028,b5c4,b5c4,b5c4,b5c4,179.0,0.0028,0.0007,True,club,5,rook,True,False,False,False,middlegame,True
2kr3r/pbq2ppp/2n1pn2/1B4B1/1b6/2NP1N2/PPPQ1PPP/R3K2R b KQ - 3 10,20,47ZgDixI,c6e5,56,53,c6d4,0.0397,0.0437,0.0444,0.0491,h7h6,c6d4,c6d4,c6d4,139.0,0.0491,0.0094,True,club,1,knight,False,False,True,False,opening,False
3r4/pk3p1p/4pp2/8/1b1r1q2/2NPQ1R1/PPPK1P2/6R1 b - - 3 20,40,47ZgDixI,b4c5,-52,47,d4e4,0.0091,0.0069,0.0059,0.0045,f4e3,f4e3,f4f5,f4f5,278.0,0.0091,-0.0046,True,club,4,bishop,False,False,True,False,middlegame,False
3r3r/p1k3p1/Pnb1p1qp/3pPp2/3P4/3BP1P1/3NQKP1/1R5R b - - 2 24,48,DsXvbfaW,d8c8,-251,13,d8b8,0.0149,0.0145,0.0148,0.0153,d8b8,d8b8,d8b8,d8b8,133.0,0.0153,0.0004,True,club,6,rook,False,False,True,False,middlegame,False
2rr4/pb1N1ppk/1pn1pn2/8/5B2/P1qR4/P3QPPP/4R1K1 b - - 1 18,36,kvXsdoPF,c3e1,290,107,c3a5,0.0075,0.0094,0.0108,0.0099,c3c4,c3c4,c3c4,c3c4,810.0,0.0108,0.0024,True,club,6,queen,True,True,False,False,middlegame,False
rnb3k1/pp4pp/2p5/3p4/7q/1P1PPB2/PBPKNn1b/R3Q2R b - - 4 16,32,5jIJ8Y6l,b8d7,-382,34,h4g3,0.0286,0.0287,0.0294,0.0274,f2h1,f2h1,f2h1,f2h1,494.0,0.0294,-0.0012,True,club,6,knight,False,False,True,False,middlegame,False
rnb3k1/pp4pp/2p5/3p4/8/1P1PPBb1/PBPKQn2/R6R b - - 1 18,36,5jIJ8Y6l,b8d7,-677,12,f2h1,0.0083,0.0076,0.0075,0.0066,f2h1,f2h1,f2h1,f2h1,209.0,0.0083,-0.0017,True,club,3,knight,False,False,True,False,middlegame,False
rnb3k1/pp5p/2pb2p1/8/4Q3/1P1P1B2/PBPK4/6R1 b - - 0 22,44,5jIJ8Y6l,g8f7,-918,236,c6c5,0.0285,0.0255,0.0252,0.0431,c8f5,c8f5,c8f5,c8f5,1070.0,0.0431,0.0146,True,club,3,king,False,False,True,False,middlegame,False
3r2k1/pp1P1p1p/5b2/6p1/2P2p1q/B2Q1B2/6PP/3R3K b - - 2 30,60,CmkeptU5,g8g7,-593,23,b7b6,0.0431,0.0317,0.0217,0.0203,g5g4,g5g4,g5g4,g5g4,176.0,0.0431,-0.0228,True,club,3,king,False,False,True,False,middlegame,False
2rqk2r/1b1nbppp/p1n1p3/1pppP3/5B2/2PP1N2/PPQ1BPPP/RN3RK1 b k - 4 12,24,DEGZPuGF,g7g5,232,57,e8g8,0.0155,0.0159,0.0221,0.0491,e8g8,e8g8,e8g8,e8g8,141.0,0.0491,0.0336,True,club,1,pawn,False,False,True,True,middlegame,False
r4rk1/p1p1b1p1/1p1ppn1p/7q/3PbP2/2P1PNQ1/PP1B2PP/R4RK1 b - - 3 20,40,P9d0RKhf,e4f5,608,22,f6g4,0.0257,0.0296,0.0291,0.0243,f6g4,f6g4,f6g4,f6g4,109.0,0.0296,-0.0014,True,club,7,bishop,False,False,True,False,middlegame,False
r4rk1/pp3ppp/8/3n4/3R4/PP5P/5PP1/1N3RK1 b - - 0 24,48,0xcZ7TaM,d5c7,-13,14,d5c7,0.021,0.0156,0.0108,0.0071,a8d8,a8d8,d5f6,f8d8,495.0,0.021,-0.0139,True,club,4,knight,False,False,True,False,endgame,True
3r1rk1/ppp1qpb1/2n1b2p/2n1p1p1/4P1B1/3P1NBP/PPQN1PP1/1K4RR b - - 8 20,40,Yci3yFej,e6a2,516,26,c6b4,0.0119,0.0136,0.0154,0.0206,c5d3,c5d3,c5d3,c5d3,267.0,0.0206,0.0087,True,club,7,bishop,True,True,False,False,middlegame,False
r3kbnr/1ppqpp2/p1n4p/3pBbp1/3P4/3BPN1P/PPP2PP1/RN1Q1RK1 b kq - 1 8,16,Iy9peOrb,f5d3,-60,41,f7f6,0.009,0.0052,0.004,0.0041,f7f6,f7f6,f7f6,f7f6,167.0,0.009,-0.0049,True,club,1,bishop,True,False,False,False,opening,False
2r1kbnr/1pB1p1q1/p1n2p2/3N1Q2/3P3p/4P3/PPP2PPN/R4RK1 b k - 2 16,32,Iy9peOrb,c6a7,-352,105,c8a8,0.0229,0.0234,0.0254,0.0296,c8c7,c8c7,c8c7,c8c7,230.0,0.0296,0.0067,True,club,6,knight,False,False,True,False,middlegame,False
r5k1/1pp2ppp/1r4b1/p1Q5/4N3/qN1P3P/2P2PP1/1K1R1B1R b - - 7 24,48,ItjNIvun,b6b4,-119,174,a3a4,0.0093,0.0079,0.0075,0.0078,b6b3,b6b3,b6b3,b6b3,245.0,0.0093,-0.0015,True,club,2,rook,False,False,True,False,middlegame,False
r5k1/1pQ2ppp/6b1/p7/qr6/1N1P3P/2P2PP1/2KR1B1R b - - 2 28,56,ItjNIvun,g6f5,0,76,a4a2,0.0068,0.0047,0.0039,0.0035,a4a3,b4b3,b4b3,b4b3,191.0,0.0068,-0.0033,True,club,2,bishop,False,False,True,False,middlegame,False
r4rk1/p2pbpp1/bqp1pn1p/8/3P3B/1N3N2/PPP2PPP/R2QR1K1 b - - 1 12,24,iGhBOhHF,d7d6,26,10,f8e8,0.0185,0.0275,0.0374,0.0403,a6c4,a6c4,d7d5,d7d5,141.0,0.0403,0.0218,True,club,1,pawn,False,False,True,True,middlegame,False
r1br2k1/p4pq1/1p1p1n1B/2pP4/7Q/2P4P/P1B3P1/R5K1 b - - 0 26,52,YhVbTjDO,g7h6,-777,10,g7h8,0.0325,0.0289,0.0285,0.024,g7h8,g7h8,g7h8,g7h8,1221.0,0.0325,-0.0085,True,club,6,queen,True,False,False,False,middlegame,False
r3k2r/pppq1pb1/7p/4p1p1/4N3/P1P1P1P1/1P3PP1/R2QK2R b KQkq - 1 16,32,LhsnDHcf,f7f5,-28,41,d7c6,0.021,0.0209,0.0293,0.035,d7d1,d7d1,e8c8,e8c8,116.0,0.035,0.014,True,club,4,pawn,False,False,True,True,middlegame,False
r1bqk2r/pp2ppbp/2np1np1/8/3NP1P1/2N1B3/PPP1BP1P/R2QK2R b KQkq - 0 8,16,a9cmFKUZ,f6g4,128,16,c8d7,0.0337,0.0399,0.0404,0.0199,e8g8,e8g8,e8g8,e8g8,156.0,0.0404,-0.0138,True,club,1,knight,True,False,False,False,opening,False
r1b2k1r/ppp1nppp/8/1B1PNq2/1PNb4/P7/4Q1PP/R1BK3R b - - 5 16,32,GPlWMTDU,f7f6,-108,151,d4a1,0.0129,0.0111,0.0097,0.0104,d4a1,d4a1,d4a1,d4a1,325.0,0.0129,-0.0025,True,club,2,pawn,False,False,True,True,middlegame,False
4r1k1/p2n2pp/1ppq2p1/3p4/P2P2P1/1QN1Pr2/1P1R1P2/2K4R b - - 0 20,40,mLTZEfMY,d6e6,337,49,d7f6,0.0312,0.0265,0.0268,0.0334,e8f8,e8f8,e8f8,e8f8,119.0,0.0334,0.0022,True,club,5,queen,False,False,True,False,middlegame,False
r5k1/6p1/p3qpB1/1pp1p3/7R/2B4P/PP4P1/3R2K1 b - - 1 30,60,yWhGfTFj,c5c4,-320,14,b5b4,0.0375,0.0278,0.0212,0.0185,b5b4,g8f8,f6f5,f6f5,113.0,0.0375,-0.019,True,club,2,pawn,False,False,True,True,endgame,False
r5k1/6p1/4qp2/p1p1p3/1p5R/3B3P/PP4P1/3RB1K1 b - - 1 32,64,yWhGfTFj,e5e4,-455,105,a8d8,0.0161,0.0145,0.015,0.0141,e6a2,e6a2,e6a2,e6a2,141.0,0.0161,-0.002,True,club,2,pawn,False,False,True,True,endgame,False
r2q3r/pb3kbp/2p1pnp1/3p2B1/8/1QN5/PPP1BPPP/R3K2R b KQ - 1 14,28,PKgFMUsV,b7c8,32,10,a8b8,0.0119,0.0078,0.0048,0.0047,a8b8,a8b8,a8b8,a8b8,119.0,0.0119,-0.0072,True,club,0,bishop,False,False,True,False,middlegame,False
2b1r1k1/3r3p/p2q2p1/1ppp1p2/7R/P1Q1P3/1P3PPP/1B2R1K1 b - - 1 34,68,o78bLTK5,d6e7,323,103,b5b4,0.0152,0.0172,0.0163,0.0139,d5d4,d5d4,d5d4,d5d4,132.0,0.0172,-0.0013,True,club,5,queen,False,False,True,False,middlegame,False
2r1r3/2p3pp/3q4/5pk1/5p2/3P3Q/PPP3PP/R4RK1 b - - 3 24,48,A0AkWlZP,c8b8,-21,14,e8e3,0.0093,0.0067,0.0063,0.0066,e8e3,e8e3,e8e3,e8e3,191.0,0.0093,-0.0027,True,club,4,rook,False,False,True,False,endgame,False
rnb1r3/pp3Npk/1qp4p/2p1Pp1Q/2BP4/8/P1P3PP/R4RK1 b - - 3 20,40,kzzmh7G8,b6d8,-846,1136,c5d4,0.0015,0.0012,0.0009,0.0008,c5d4,c5d4,c5d4,c5d4,1152.0,0.0015,-0.0007,True,club,3,queen,False,False,True,False,middlegame,False
rk4r1/ppp1n1q1/4QN2/4p3/3p3p/6P1/PPP2P1P/R1B1R1K1 b - - 5 20,40,41amNhN0,a7a5,-617,12,g8h8,0.0106,0.0075,0.0055,0.0059,h4g3,h4g3,h4g3,h4g3,149.0,0.0106,-0.0047,True,club,3,pawn,False,False,True,True,middlegame,False
2r2nk1/pp2bppp/1q2p3/3pP3/5P2/1P1Q1N2/PBr3PP/1R3R1K b - - 7 18,36,eHoycNUB,b6b4,181,11,h7h5,0.0117,0.011,0.0111,0.011,f8g6,f8g6,f8g6,f8g6,154.0,0.0117,-0.0007,True,club,0,queen,False,False,True,False,middlegame,False
r5k1/3b1pp1/2pR4/1p5p/p3rqP1/2P4P/PPQ1BP2/4RNK1 b - - 0 26,52,sewygrgc,e4e2,0,388,e4e2,0.0004,0.0002,0.0001,0.0001,f4d6,f4d6,f4d6,f4d6,402.0,0.0004,-0.0003,True,club,2,rook,True,False,False,False,middlegame,True
r2qnrk1/1p1b1p1p/p1pp1bpB/5P2/4P3/2N3Q1/PPP1B1PP/R4R1K b - - 2 16,32,lWEDHQzo,f6e5,-129,31,f6g7,0.0135,0.013,0.0187,0.0298,f6g7,f6g7,f6g7,f6g7,135.0,0.0298,0.0163,True,club,1,bishop,False,False,True,False,middlegame,False
8/p2kn2p/1p3Q2/3p4/3P4/1P4K1/PB4P1/3q2b1 b - - 1 30,60,P3HfXYCR,d1h5,735,118,d1d3,0.0072,0.0055,0.0045,0.0053,d1d3,d1d3,d1d3,d1d3,161.0,0.0072,-0.0019,True,club,7,queen,False,False,True,False,endgame,False
8/4P3/1q3kpp/1p3p2/1p1r4/1P2Q3/P5PP/5R1K b - - 0 32,64,naMVHzky,d4c4,-945,82,d4f4,0.0025,0.0022,0.0019,0.0018,d4d1,d4d1,d4d1,d4e4,1040.0,0.0025,-0.0007,True,club,3,rook,False,False,True,False,endgame,False
1k6/1p1R1Bp1/1p3b2/p1r4P/7P/5p2/P4P2/6K1 b - - 0 34,68,l3Dt2Iz3,f6e5,285,176,f6h4,0.0122,0.0077,0.0054,0.0048,f6h4,f6h4,f6h4,f6h4,259.0,0.0122,-0.0074,True,club,5,bishop,False,False,True,False,endgame,False
r1bqr1k1/pp3ppn/7p/2p1P3/3P4/2P2Q1P/P3NBP1/R4RK1 b - - 2 20,40,sg2UuKHO,c8e6,-43,13,h7g5,0.0214,0.0251,0.0287,0.0412,c5d4,c5d4,c5d4,c5d4,106.0,0.0412,0.0198,True,club,4,bishop,False,False,True,False,middlegame,False
r4r1k/p2qbpp1/3pb2p/Q1n1p3/2N1Pn2/2PP1N1P/PPB2PP1/R1B2RK1 b - - 8 16,32,Paj5UPCq,f4g2,244,95,f4h3,0.026,0.0272,0.0302,0.0329,f4e2,e6h3,e6h3,e6h3,262.0,0.0329,0.0069,True,club,0,knight,True,False,False,False,middlegame,False
r3kbnr/ppp1qppp/2np2b1/1B2P3/4P1P1/5N1P/PPP2P2/RNBQ1RK1 b kq - 0 8,16,zQKy0Byz,h7h5,-125,81,g6e4,0.0029,0.0026,0.0023,0.0019,g6e4,g6e4,e8c8,e8c8,103.0,0.0029,-0.001,True,club,1,pawn,False,False,True,True,opening,False
1k1r1bnr/p1p1qppp/2Q5/4R3/5BP1/7P/PPP2P2/RN4K1 b - - 0 14,28,zQKy0Byz,e7e5,-682,47,d8d1,0.0098,0.0082,0.0083,0.0122,d8d1,d8d1,d8d1,d8d1,126.0,0.0122,0.0024,True,club,3,queen,True,False,False,False,middlegame,False
5rk1/np2bpp1/1q2p2p/R2pN3/1PrP4/2PQ2N1/5PPP/4R1K1 b - - 4 22,44,w7hLNpw7,c4c3,87,140,c4c7,0.0065,0.0033,0.0019,0.0013,c4c7,c4c7,c4c7,c4c7,249.0,0.0065,-0.0052,True,club,4,rook,True,False,False,False,middlegame,False
2k1r1r1/ppp2p2/7p/P2p4/1P6/2P5/3B1KB1/R7 b - - 0 26,52,NsTpajtq,g8g2,403,400,g8g2,0.0073,0.0079,0.0076,0.0063,h6h5,h6h5,c7c6,c7c6,456.0,0.0079,-0.001,True,club,2,rook,True,True,False,False,endgame,True
5r2/pp3p2/2p2k2/5N2/7p/3r4/PP3R2/4R1K1 b - - 1 30,60,wmnT0YUo,f8d8,-314,4,f6g5,0.0136,0.0088,0.0076,0.0102,f8g8,f8g8,f8g8,f8g8,104.0,0.0136,-0.0034,True,club,2,rook,False,False,True,False,endgame,False
7r/pp3p2/2p5/6k1/7p/3rN3/PP3R1K/4R3 b - - 5 32,64,wmnT0YUo,g5h5,-374,64,g5h5,0.0117,0.0098,0.0068,0.0048,h8e8,h8e8,h8e8,h8e8,649.0,0.0117,-0.0069,True,club,2,king,False,False,True,False,endgame,True
rn1q3r/pbpkp1b1/1p1p1BB1/8/8/2N5/PPP2PPP/R2QR1K1 b - - 0 14,28,oRcbL31I,d7c8,-597,36,g7f6,0.0002,0.0001,0.0001,0.0002,g7f6,g7f6,g7f6,g7f6,1399.0,0.0002,0.0,True,club,6,king,False,False,True,False,middlegame,False
r1b2rk1/p1pp1ppp/1p6/2bPn3/Q3p1q1/P3P3/1P1P1PBP/R1B2KNR b - - 2 14,28,2XEmWd4e,c8a6,933,331,a7a5,0.0428,0.0325,0.0282,0.0324,e5d3,e5d3,e5d3,a7a5,293.0,0.0428,-0.0104,True,club,7,bishop,False,True,False,False,middlegame,False
8/p4k2/2p1p1p1/P2p4/3K4/5R2/4r3/4B3 b - - 7 34,68,sJ8wz6wA,f7e8,6,36,f7e7,0.0098,0.0114,0.0117,0.0135,f7e7,f7e7,f7e7,f7e7,434.0,0.0135,0.0037,True,club,2,king,False,False,True,False,endgame,False
6k1/3r1ppp/3Bp1n1/1p1bP3/pP1P4/P1r4P/6P1/R4RKN b - - 5 34,68,HnGq0lLa,h7h6,314,3,d5c4,0.0263,0.0351,0.0397,0.0316,c3d3,c3d3,g6h4,g6h4,225.0,0.0397,0.0053,True,club,7,pawn,False,False,True,True,middlegame,False
4r1k1/4qppp/1P6/8/3P4/1Q1PnR1P/6P1/5BK1 b - - 0 32,64,oAZIO8vY,g7g6,-157,3,e3f1,0.0093,0.0079,0.0067,0.0101,e3f1,e3f1,e3f1,e3f1,155.0,0.0101,0.0008,True,club,4,pawn,False,False,True,True,endgame,False
r4rk1/1p3ppp/p7/2q3b1/2P1p3/1P4Q1/PB3PPP/2R2R1K b - - 3 20,40,IFBvykbl,a8d8,-5,11,g7g6,0.0357,0.0255,0.0219,0.0231,g5c1,g5c1,g5c1,g5c1,1994.0,0.0357,-0.0126,True,club,4,rook,False,False,True,False,middlegame,False
3r1rk1/1p3p1p/p5p1/2q3b1/2P1p2P/1P4Q1/PB3PP1/3R1R1K b - - 0 22,44,IFBvykbl,g5d2,20,28,g5h6,0.048,0.0318,0.0197,0.0125,g5h6,g5h6,g5h6,g5h6,606.0,0.048,-0.0355,True,club,4,bishop,False,False,True,False,middlegame,False
r4rk1/pp1nbppp/1q2pn2/3pNP2/3P4/2NQ4/PPP3PP/R1B2R1K b - - 2 12,24,nXQcjEgA,e7b4,6,5,e7d6,0.0266,0.0209,0.0158,0.0094,d7e5,e6f5,e6f5,e6f5,226.0,0.0266,-0.0172,True,club,1,bishop,False,False,True,False,middlegame,False
8/5pkp/6p1/1PpBq3/2P5/4Q1Pn/3P2K1/8 b - - 1 30,60,blVVxLI1,e5c7,-578,26,e5h5,0.0064,0.0059,0.0061,0.0074,e5h5,e5h5,e5h5,e5h5,149.0,0.0074,0.001,True,club,3,queen,False,False,True,False,endgame,False
