fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r2q1rk1/p4ppp/np1bpn2/2ppN3/3P4/2P1P1B1/PP1N1PPP/R2QK2R b KQ - 1 10,20,D3yo9lFk,d8c7,5,4,d8c7,0.0741,0.1161,0.1823,0.2753,c5d4,c5d4,c5d4,a6b8,14.0,0.2753,0.2012,False
rn3rk1/p1q2ppp/1p1bpn2/2Pp4/8/2PNP1B1/PP1N1PPP/R2QK2R b KQ - 0 12,24,D3yo9lFk,b6c5,28,15,b6c5,0.9327,0.9314,0.9345,0.9592,b6c5,b6c5,b6c5,b6c5,0.0,0.9592,0.0265,False
rn3rk1/p4ppp/3qpn2/2pp4/8/2PNPN2/PP3PPP/R2QK2R b KQ - 1 14,28,D3yo9lFk,c5c4,126,12,b8c6,0.4996,0.4588,0.3252,0.0926,c5c4,c5c4,b8c6,b8c6,18.0,0.4996,-0.407,False
1r3rk1/p4ppp/2nqpn2/2pp4/8/2PNPN2/PP3PPP/1R1Q1RK1 b - - 5 16,32,D3yo9lFk,f8d8,94,0,f6d7,0.0386,0.0466,0.0594,0.0891,c5c4,c5c4,c5c4,e6e5,-2.0,0.0891,0.0505,False
1r3rk1/p4ppp/2nqp3/2ppn3/8/2PNPN2/PP3PPP/1R1Q1RK1 b - - 9 18,36,D3yo9lFk,e5g6,68,5,e5d3,0.0074,0.0114,0.0158,0.0145,c5c4,e5d3,e5d3,e5d3,49.0,0.0158,0.0071,False
1r3rk1/p4ppp/3qp3/2ppN3/8/2PQP3/PP3PPP/1R3RK1 b - - 0 20,40,D3yo9lFk,d6e5,3,423,d6e5,0.9942,0.9986,0.9996,0.9999,d6e5,d6e5,d6e5,d6e5,0.0,0.9999,0.0057,False
5rk1/p4ppp/1r2p3/2ppq3/8/2PQP3/PP1R1PPP/1R4K1 b - - 3 22,44,D3yo9lFk,c5c4,31,3,f8b8,0.4846,0.4334,0.335,0.1943,c5c4,c5c4,f8b8,f8b8,8.0,0.4846,-0.2903,False
1r4k1/5ppp/1r2p3/p1ppq3/4P3/2PQ1P2/PP1R2PP/1R4K1 b - - 0 24,48,D3yo9lFk,b8d8,22,5,d5e4,0.0944,0.084,0.0721,0.0539,c5c4,c5c4,c5c4,c5c4,21.0,0.0944,-0.0405,False
1r4k1/5ppp/1r2p3/p1p5/4P3/2P5/PP1R2PP/1R4K1 b - - 0 26,52,D3yo9lFk,g7g5,57,9,g7g6,0.0093,0.0051,0.0036,0.0041,a5a4,a5a4,a5a4,g8f8,15.0,0.0093,-0.0052,False
1r6/5pkp/1r2p1p1/p1p1P3/8/2P5/PP1R1KPP/1R6 b - - 0 28,56,D3yo9lFk,a5a4,65,1,a5a4,0.4525,0.4935,0.4863,0.4578,a5a4,a5a4,a5a4,a5a4,0.0,0.4935,0.0053,False
1r6/5pkp/1r2p1p1/2p1P3/8/pPP2K2/P2R2PP/1R6 b - - 0 30,60,D3yo9lFk,g6g5,-84,5,g7h6,0.0187,0.0168,0.0247,0.0535,c5c4,c5c4,c5c4,c5c4,76.0,0.0535,0.0348,False
1r6/5p1p/1r2p2k/2p1P1p1/7P/pPP2K2/P2R2P1/7R b - - 1 32,64,D3yo9lFk,g5h4,-114,42,g5h4,0.3999,0.3216,0.258,0.2007,g5h4,h6g6,h6g6,h6g6,50.0,0.3999,-0.1992,False
1r6/5p1p/1r2p1k1/2p1P3/5K1R/pPP5/P2R2P1/8 b - - 2 34,68,D3yo9lFk,h7h6,-110,44,c5c4,0.0725,0.0889,0.1078,0.1088,c5c4,c5c4,h7h5,h7h5,113.0,0.1088,0.0363,False
r1b1kbnr/pp2pppp/2n5/3q4/3P4/N1P5/5PPP/R1BQKBNR b KQkq - 1 8,16,xTpYe9is,d5a5,-32,31,a7a6,0.0328,0.0197,0.0138,0.0114,e7e5,e7e5,e7e5,e7e6,170.0,0.0328,-0.0214,True
r1bqkbnr/1p2pppp/p1n5/3P4/2N5/2P5/5PPP/R1BQKBNR b KQkq - 0 10,20,xTpYe9is,c6b8,-67,48,c6b8,0.4454,0.3944,0.3184,0.4422,c6b8,c6a7,c6a7,c6a7,68.0,0.4454,-0.0032,False
rnbqkbnr/1p2pp1p/p5p1/1B1PN3/8/2P5/5PPP/R1BQK1NR b KQkq - 1 12,24,xTpYe9is,c8d7,-70,84,c8d7,0.5736,0.6254,0.6141,0.5342,c8d7,c8d7,c8d7,c8d7,0.0,0.6254,-0.0394,False
rn1qkb1r/1p1bpp1p/p4np1/1B1PN1B1/8/2P2Q2/5PPP/R3K1NR b KQkq - 5 14,28,xTpYe9is,d7b5,401,169,d7b5,0.6508,0.6041,0.5219,0.4529,d7b5,d7b5,d7b5,f8g7,156.0,0.6508,-0.1979,False
r2qkb1r/1p1Npp1p/p4np1/1b1P2B1/2P5/5Q2/5PPP/R3K1NR b KQkq - 0 16,32,xTpYe9is,b5d7,453,113,b5d7,0.6501,0.6757,0.7018,0.7095,b5d7,b5d7,b5d7,b5d7,0.0,0.7095,0.0594,False
r2qkb1r/1p1b1p1p/p4pp1/3P4/2P5/5Q2/4NPPP/R3K2R b KQkq - 1 18,36,xTpYe9is,f8b4,472,16,f8g7,0.3854,0.3804,0.3629,0.5045,f8b4,f8g7,f8g7,f8b4,0.0,0.5045,0.1191,False
r3k2r/1p1bQpbp/p4pp1/3P4/2P5/8/4NPPP/R3K2R b KQkq - 0 20,40,xTpYe9is,e8e7,444,0,e8e7,1.0,1.0,1.0,1.0,e8e7,e8e7,e8e7,e8e7,0.0,1.0,0.0,False
r3r3/1p1bkpbp/p4pp1/3P4/2P5/8/4NPPP/RR4K1 b - - 3 22,44,xTpYe9is,f6f5,489,17,a8b8,0.1711,0.1465,0.135,0.1438,e7f8,e7f8,e7f8,b7b5,43.0,0.1711,-0.0273,False
1r2rk2/1p1b1pbp/pR3pp1/3P4/2P5/8/4NPPP/R4K2 b - - 7 24,48,xTpYe9is,f6f5,465,33,f6f5,0.6651,0.7238,0.7463,0.7079,f6f5,f6f5,f6f5,f6f5,0.0,0.7463,0.0428,False
1r2rk2/1R1b1pbp/p5p1/3P4/2P2p2/8/4NPPP/1R3K2 b - - 0 26,52,xTpYe9is,g7e5,543,2,b8b7,0.0081,0.0047,0.0033,0.0036,b8b7,b8b7,b8b7,b8b7,2.0,0.0081,-0.0045,False
4rk2/1R3pbp/p5p1/3P1b2/2P2N2/8/5PPP/5K2 b - - 0 28,56,xTpYe9is,g6g5,553,1,g6g5,0.0437,0.0362,0.0351,0.0421,g7c3,g7c3,g7c3,g7c3,59.0,0.0437,-0.0016,False
1Rb1rk2/5pbp/p7/3P2p1/2P2NP1/8/5P1P/5K2 b - - 2 30,60,xTpYe9is,g7e5,596,7,g5f4,0.0313,0.0268,0.0237,0.031,g5f4,g5f4,g5f4,g5f4,-12.0,0.0313,-0.0003,False
4Rk2/5pbp/p7/2PP4/5pb1/8/5P1P/5K2 b - - 0 32,64,xTpYe9is,f8e8,728,0,f8e8,1.0,1.0,1.0,1.0,f8e8,f8e8,f8e8,f8e8,0.0,1.0,0.0,False
4k3/5pbp/2PP4/p7/5pb1/8/5P1P/5K2 b - - 0 34,68,xTpYe9is,g7e5,816,4,a5a4,0.2604,0.312,0.3569,0.37,e8d8,g7e5,g7e5,g7e5,0.0,0.37,0.1096,False
r1bqk2r/pp3ppp/2n1p3/2bpPn2/8/P1P2N2/1P2BPPP/RNBQK2R b KQkq - 1 8,16,lXa5YZKI,f5h4,128,53,c5b6,0.0452,0.0431,0.0462,0.0763,e8g8,e8g8,d8b6,a7a5,99.0,0.0763,0.0311,False
r1bqk2r/ppb2ppp/2n1p3/3pPn2/5B2/P1P2N2/1P2BPPP/RN1Q1RK1 b kq - 5 10,20,lXa5YZKI,f7f6,118,43,e8g8,0.1333,0.0835,0.0473,0.0443,e8g8,e8g8,e8g8,e8g8,58.0,0.1333,-0.089,False
r1bq1rk1/ppb2ppp/4p3/3pPn2/3P1B2/P7/1P2BPPP/RN1Q1RK1 b - - 0 12,24,lXa5YZKI,c7b6,73,31,c8d7,0.3387,0.4431,0.5485,0.6464,c7b6,c7b6,c7b6,c7b6,0.0,0.6464,0.3077,False
r2q1rk1/1pbb1ppp/p3p3/3pPn2/3P1B2/P1NB4/1P3PPP/R2Q1RK1 b - - 1 14,28,lXa5YZKI,f5d4,-17,38,f5e7,0.7484,0.6918,0.6237,0.5562,f5d4,f5d4,f5d4,f5d4,0.0,0.7484,-0.1922,False
r2q1rk1/1pbb1ppp/p3p1n1/3pP3/3P4/P1N1B3/1PB2PPP/R2Q1RK1 b - - 5 16,32,lXa5YZKI,f7f6,-22,2,d8h4,0.1648,0.2233,0.2348,0.1904,b7b5,f7f6,f7f6,a8c8,2.0,0.2348,0.0256,False
r2b1rk1/1p1b1ppp/p3p1n1/3pP3/3P3q/P1N1B3/1PBQ1PPP/4RRK1 b - - 9 18,36,lXa5YZKI,f7f5,-57,6,h4e7,0.0382,0.0549,0.0698,0.0667,d8a5,h4e7,h4e7,a8c8,20.0,0.0698,0.0285,False
r2b1rk1/1p1bq1pp/p3pPn1/3p4/3P4/P1N1B3/1P1Q1PPP/1B2RRK1 b - - 0 20,40,lXa5YZKI,e7f6,-40,163,e7f6,0.6033,0.5855,0.5886,0.6733,e7f6,e7f6,e7f6,e7f6,0.0,0.6733,0.07,False
r2b1rk1/1p1bn1pp/p3pq2/3p4/3P1P2/P1N1B3/1PQ3PP/1B2RRK1 b - - 2 22,44,lXa5YZKI,g7g6,9,41,g7g6,0.2457,0.2179,0.2049,0.2653,e7f5,e7f5,e7f5,e7f5,186.0,0.2653,0.0196,False
r2b1rk1/1p1b3p/p3pqp1/3p1n2/3P1P2/P1N2R2/1PQ2BPP/1B2R1K1 b - - 3 24,48,lXa5YZKI,f5d4,209,199,f5d4,0.5927,0.5906,0.5465,0.4598,f5d4,f5d4,f5d4,f5d4,0.0,0.5927,-0.1329,False
r2b1rk1/1p1b3p/p3p1p1/3p4/3q1P2/P1N2R2/1PQ3PP/1B2R2K b - - 1 26,52,lXa5YZKI,a8c8,219,23,f8f4,0.103,0.1102,0.1423,0.1806,f8f4,f8f4,f8f4,f8f4,218.0,0.1806,0.0776,False
r2b2k1/1p1b3p/p3p1p1/3p4/5q2/P7/1PQ1N1PP/1B2R2K b - - 1 28,56,lXa5YZKI,f4f2,430,12,f4f2,0.5275,0.542,0.5727,0.6281,f4f2,f4f2,f4f2,f4f2,0.0,0.6281,0.1006,False
r5k1/1pbb3p/p3p1p1/3p4/8/P5N1/1PQ2qPP/1B1R3K b - - 5 30,60,lXa5YZKI,f2c2,502,34,f2c2,0.6914,0.8005,0.849,0.8938,f2c2,f2c2,f2c2,f2c2,0.0,0.8938,0.2024,False
r5k1/1p1b3p/p3p1p1/3p4/8/P5P1/1PB3P1/3R3K b - - 0 32,64,lXa5YZKI,g8f7,475,0,a8c8,0.0103,0.01,0.0099,0.0145,a8c8,a8c8,a8c8,a8c8,-3.0,0.0145,0.0042,False
2r5/1p1b2kp/p3p1p1/3p4/8/P5P1/1P4P1/1B1R2K1 b - - 4 34,68,lXa5YZKI,g7f7,480,6,g7f6,0.0028,0.0024,0.0024,0.0029,d7a4,d7a4,d7a4,d7a4,-9.0,0.0029,0.0001,False
r1bqk2r/pp3ppp/2nb4/2ppp2n/4P3/N1PP1P2/PP1BB1PP/R2QK1NR b KQkq - 0 8,16,bIugwcs0,h5f4,164,0,d8h4,0.1184,0.069,0.0305,0.0186,d8h4,d8h4,d8h4,d8h4,53.0,0.1184,-0.0998,False
r1b1k2r/pp3ppp/2nb4/2ppp3/4P2q/N1PP1PP1/PP1BB1P1/R2Q1KNR b kq - 0 10,20,bIugwcs0,h4h1,132,574,h4h1,0.9862,0.9888,0.9892,0.9867,h4h1,h4h1,h4h1,h4h1,0.0,0.9892,0.0005,False
r1b1k2r/pp2nppp/3b4/2pPp3/2N5/2PP1PP1/PP1BB1P1/R2Q1KNq b kq - 2 12,24,bIugwcs0,d6b8,141,141,d6b8,0.0583,0.0805,0.1215,0.1994,d6c7,d6c7,d6c7,d6c7,223.0,0.1994,0.1411,False
rbb1k2r/pp3ppp/8/2pPpn2/2N5/2PP1PP1/PP2B1P1/R1B1QKNq b kq - 6 14,28,bIugwcs0,h1h2,264,57,h7h5,0.1146,0.13,0.12,0.102,e5e4,e5e4,e5e4,e5e4,126.0,0.13,-0.0126,False
rbb1k2r/pp3pp1/8/2pPpn2/2N3P1/2PP4/PP2B1P1/R1B1QKNq b kq - 0 16,32,bIugwcs0,f5d6,159,42,h8h2,0.0292,0.0372,0.0465,0.0555,f5h4,f5h4,f5h4,f5h4,48.0,0.0555,0.0263,False
rbb1k3/pp3pp1/8/2pPp3/2N3Pn/2PP1B2/PP3QPr/R1B2KNq b q - 4 18,36,bIugwcs0,h4f3,37,37,c8g4,0.4494,0.5644,0.6122,0.5626,h4f3,h4f3,h4f3,h4f3,0.0,0.6122,0.1132,False
rb2k3/pp3pp1/8/2QPp3/2N3Bn/2PP4/PP4r1/R1B2KNq b q - 0 20,40,bIugwcs0,b8d6,-205,43,b8c7,0.0003,0.0004,0.0004,0.0006,g2g4,g2g4,g2g4,g2g4,335.0,0.0006,0.0003,True
r3k3/ppb3p1/5p2/2QPp1BB/2N4n/2PP4/PP4r1/R4KNq b q - 1 22,44,bIugwcs0,g7g6,-264,71,e8d7,0.4449,0.4452,0.4694,0.4566,g7g6,g7g6,g7g6,g7g6,0.0,0.4694,0.0117,False
7r/ppbk2p1/5p2/2QPp2B/2N5/2PP4/PP3Br1/R4KNq b - - 2 24,48,bIugwcs0,h8h5,0,251,h8h5,0.4638,0.4918,0.5229,0.5714,h8h5,h8h5,h8h5,h8h5,0.0,0.5714,0.1076,False
3k4/ppb3p1/5p2/2QPp2r/2N5/2PP4/PP3Br1/R4KNq b - - 3 26,52,bIugwcs0,h5h2,0,0,h5f5,0.0958,0.0834,0.08,0.0845,h5f5,h5f5,h5f5,h5f5,619.0,0.0958,-0.0113,False
8/ppbk1Qp1/5p2/3Ppr2/2N5/2PP4/PP3Br1/R4KNq b - - 7 28,56,bIugwcs0,d7d8,-628,1365,d7d8,0.4422,0.441,0.4731,0.4924,d7c8,d7c8,d7c8,d7c8,1365.0,0.4924,0.0502,False
8/ppb1k1p1/4Qp2/3Ppr2/2N5/2PP4/PP3Br1/R4KNq b - - 11 30,60,bIugwcs0,e7f8,-614,13,e7f8,0.524,0.5204,0.5308,0.5092,e7f8,e7f8,e7f8,e7f8,0.0,0.5308,-0.0148,False
rnbqk2r/ppp1bpp1/4p2p/3p4/3P4/3BPNP1/PPPN1PP1/R2QK2R b KQkq - 0 8,16,MmwMBSBk,c7c5,-30,6,b8c6,0.0548,0.0844,0.1405,0.2587,e8g8,b8c6,b8d7,b8d7,8.0,0.2587,0.2039,False
r2qk2r/pppbbpp1/2n1p2p/3p4/3P4/2PBPNP1/PP1NQPP1/R3K2R b KQkq - 2 10,20,MmwMBSBk,f7f5,-127,5,a7a5,0.031,0.033,0.0544,0.0908,e7f6,e7f6,e7f6,e7f6,42.0,0.0908,0.0598,False
r2qk2r/1ppbbpp1/2n1p2p/3p4/p2PP3/2PB1NP1/PP1NQPP1/2KR3R b kq - 0 12,24,MmwMBSBk,d5e4,-155,6,a4a3,0.1907,0.2171,0.2775,0.328,a4a3,a4a3,a4a3,a4a3,10.0,0.328,0.1373,False
r2q1rk1/1ppbbpp1/2n1p2p/3pP3/3P4/pPPB1NP1/P2NQPP1/2KR3R b - - 0 14,28,MmwMBSBk,f7f5,-145,13,c6a5,0.0198,0.0232,0.0412,0.0793,c6a5,c6a5,c6a5,c6a5,126.0,0.0793,0.0595,False
r2q1rk1/1p1bbpp1/4p2p/n1ppP1P1/3P4/pPPB1N2/P2NQPP1/2KR3R b - - 0 16,32,MmwMBSBk,c5c4,93,24,c5c4,0.111,0.0939,0.0797,0.073,e7g5,e7g5,e7g5,e7g5,178.0,0.111,-0.038,False
r4rk1/1p1bbpp1/1q2p2p/n1PpP1P1/3P4/p1PB1N2/P2NQPP1/2KR3R b - - 0 18,36,MmwMBSBk,b6b2,1999,1903,b6b2,0.9581,0.969,0.9762,0.9789,b6b2,b6b2,b6b2,b6b2,0.0,0.9789,0.0208,False
rnbqk2r/pp1n1ppp/4p3/2bpP3/3N1P2/8/PPP1N1PP/R1BQKB1R b KQkq - 2 8,16,gAtsETOT,d8e7,41,3,d8b6,0.0019,0.001,0.0004,0.0002,b8c6,b8c6,b8c6,b8c6,26.0,0.0019,-0.0017,False
r1b1k2r/pp1n1ppp/1qn1p3/2bpP3/3N1P2/2PQ4/PP2N1PP/R1B1KB1R b KQkq - 2 10,20,gAtsETOT,a7a5,47,17,e8g8,0.0185,0.028,0.0575,0.2188,e8g8,c6d4,c6d4,c6d4,82.0,0.2188,0.2003,False
r1b2rk1/1p1n1ppp/pqn1p3/2bpP3/1P1N1P2/P1PQ4/4N1PP/R1B1KB1R b KQ - 0 12,24,gAtsETOT,c5e7,22,4,c5d4,0.4652,0.4241,0.396,0.3607,c5e7,c5d4,c5d4,c5d4,0.0,0.4652,-0.1045,False
r1b2rk1/1p1n1ppp/pq2p3/3pP3/1P1Q1P2/P1P5/6PP/R1B1KB1R b KQ - 0 14,28,gAtsETOT,b6d4,18,67,b6c7,0.6731,0.583,0.5024,0.5005,b6d4,b6d4,b6d4,b6d4,0.0,0.6731,-0.1726,False
r1b2rk1/1pqn1ppp/4p3/pP1pP3/3Q1P2/P1P5/3B2PP/R3KB1R b KQ - 0 16,32,gAtsETOT,d7c5,-15,36,d7c5,0.2822,0.2895,0.3169,0.3851,b7b6,b7b6,b7b6,d7c5,0.0,0.3851,0.1029,False
r1b2rk1/1pq2ppp/4p3/pP1pP3/3QnP2/P1PB4/3B2PP/1R2K2R b K - 4 18,36,gAtsETOT,c8d7,-60,32,e4d2,0.0266,0.016,0.0116,0.0115,e4d2,e4d2,e4d2,e4d2,37.0,0.0266,-0.0151,False
r1b2rk1/1p2qppp/4p3/pP1pP3/3Q1P2/PRPB4/3K2PP/7R b - - 2 20,40,gAtsETOT,c8d7,-47,14,a5a4,0.1619,0.2179,0.3688,0.5755,a5a4,a5a4,c8d7,c8d7,0.0,0.5755,0.4136,False
r1b2rk1/1p3ppp/4p3/1P1pP3/pR1Q1P1q/P1PB2P1/3K3P/7R b - - 0 22,44,gAtsETOT,h4h3,-172,19,h4h3,0.4334,0.4143,0.4266,0.4609,h4h3,h4h3,h4h3,h4h3,0.0,0.4609,0.0275,False
r4rk1/1p1b1ppp/4p3/1P1pP3/pR3P2/P1PB2Pq/3K1Q1P/1R6 b - - 4 24,48,gAtsETOT,f8c8,-152,1,f8c8,0.2414,0.3497,0.5071,0.6291,f8c8,f8c8,f8c8,f8c8,0.0,0.6291,0.3877,False
r1r3k1/1p1b1ppp/1Q2p3/1P1pPq2/pR3P2/P1P3P1/3K3P/1R3B2 b - - 8 26,52,gAtsETOT,f5h5,-85,2,d5d4,0.1462,0.1777,0.2048,0.2139,a8b8,a8b8,a8b8,f5h5,0.0,0.2139,0.0677,False
r1r3k1/1p1b1ppp/1Q2p3/1P2P3/pRPpqP2/P5P1/3K3P/4RB2 b - - 2 28,56,gAtsETOT,e4h1,-72,55,e4h1,0.2697,0.2467,0.2439,0.2564,e4f3,e4f3,e4f3,e4f3,84.0,0.2697,-0.0133,False
r1r3k1/1p1b1ppp/4p3/1P2P3/pRPQ1P2/P5P1/3KR2q/5B2 b - - 1 30,60,gAtsETOT,h2g3,-82,104,h2g3,0.9097,0.9439,0.9681,0.9761,h2g3,h2g3,h2g3,h2g3,0.0,0.9761,0.0664,False
r1r3k1/1p1b1ppp/4p3/1P2P3/p1PQ1P2/q7/1R1K2R1/5B2 b - - 1 32,64,gAtsETOT,c8d8,565,125,d7b5,0.4558,0.5115,0.5181,0.4751,c8d8,c8d8,c8d8,c8d8,0.0,0.5181,0.0193,False
r2r2k1/1p3ppp/4p3/3RP3/p1PQ1P2/q7/3K2R1/5B2 b - - 2 34,68,gAtsETOT,a3b4,401,55,e6d5,0.2163,0.2258,0.22,0.2186,e6d5,e6d5,e6d5,e6d5,-24.0,0.2258,0.0023,False
r1bqk2r/pppp1ppp/2n5/8/1bBPn3/2N2N2/PP3PPP/R1BQ1RK1 b kq - 1 8,16,bpeKxAFr,b4c3,30,65,b4c3,0.2862,0.3324,0.5095,0.7896,e4c3,e4c3,b4c3,b4c3,0.0,0.7896,0.5034,False
r1bqk2r/ppp2ppp/2n5/3p4/2BPn3/2P2N2/P3QPPP/R1B2RK1 b kq - 0 10,20,bpeKxAFr,e8g8,128,52,e8g8,0.5046,0.7038,0.8621,0.9357,e8g8,e8g8,e8g8,e8g8,0.0,0.9357,0.4311,False
r1bqr1k1/ppp2ppp/2n5/3p4/3Pn3/2PB1N2/P1Q2PPP/R1B2RK1 b - - 4 12,24,bpeKxAFr,d8f6,94,13,c8f5,0.0438,0.0509,0.0465,0.0492,c8f5,c8f5,c8f5,c8g4,73.0,0.0509,0.0054,False
r2qr1k1/ppp2ppp/2n3b1/3p4/3PnB2/2PB1N2/P1Q2PPP/1R3RK1 b - - 8 14,28,bpeKxAFr,b7b6,92,15,a8b8,0.7479,0.7196,0.614,0.5501,b7b6,b7b6,b7b6,b7b6,0.0,0.7479,-0.1978,False
1r1qr1k1/ppp2ppp/6b1/3pP3/4nB2/2PB4/P1Q2PPP/1R3RK1 b - - 0 16,32,bpeKxAFr,b7b6,132,3,d8e7,0.0873,0.0961,0.1028,0.1201,f7f6,e4c5,d8h4,d8h4,7.0,0.1201,0.0328,False
1r2r1k1/ppp1qppp/6B1/2npP3/5B2/2P5/P1Q2PPP/1R2R1K1 b - - 0 18,36,bpeKxAFr,h7g6,189,55,h7g6,0.3472,0.3697,0.5874,0.9419,f7g6,f7g6,h7g6,h7g6,0.0,0.9419,0.5947,False
3rr1k1/ppp1qpp1/6p1/2npP3/8/2P3B1/P2Q1PPP/1R2R1K1 b - - 3 20,40,bpeKxAFr,b7b6,256,44,c5e4,0.3256,0.4233,0.4468,0.4459,c5e4,b7b6,b7b6,b7b6,0.0,0.4468,0.1203,False
3rr1k1/ppp1qpp1/6p1/3pP3/8/2P1Q1P1/P4PP1/1R2R1K1 b - - 0 22,44,bpeKxAFr,b7b6,129,4,b7b6,0.575,0.7214,0.7331,0.6936,b7b6,b7b6,b7b6,b7b6,0.0,0.7331,0.1186,False
3rr1k1/p1p2pp1/1p2q1p1/3pP3/5P2/2P2QP1/P5P1/1R2R1K1 b - - 2 24,48,bpeKxAFr,d5d4,149,6,d5d4,0.2808,0.2428,0.2142,0.158,d5d4,d5d4,c7c5,c7c5,3.0,0.2808,-0.1228,False
4r1k1/p1p2pp1/1p2q1p1/4P3/3r1P2/P4QP1/6P1/1R2R1K1 b - - 0 26,52,bpeKxAFr,e8d8,198,12,e8d8,0.3245,0.4441,0.6236,0.7639,e8d8,e8d8,e8d8,e8d8,0.0,0.7639,0.4394,False
3r2k1/p1p2pp1/1p4p1/4P3/3r1P2/P3RQP1/q5P1/2R3K1 b - - 4 28,56,bpeKxAFr,c7c5,205,50,c7c5,0.2316,0.3257,0.4426,0.5177,c7c5,c7c5,c7c5,c7c5,0.0,0.5177,0.2861,False
3r2k1/p4pp1/1p2P1p1/2pq4/3r1P2/P3RQP1/6P1/4R1K1 b - - 0 30,60,bpeKxAFr,d5f3,261,70,f7e6,0.1824,0.2649,0.2911,0.2847,f7e6,f7e6,f7e6,f7e6,68.0,0.2911,0.1023,False
3r2k1/p5p1/1p2R1p1/2p5/3r1P2/P4PP1/8/4R1K1 b - - 0 32,64,bpeKxAFr,d4d1,141,6,d4d1,0.2657,0.2159,0.1666,0.1352,d4d1,d4d3,g8f7,g8f7,141.0,0.2657,-0.1305,False
6k1/p5p1/1p2R1p1/2p5/5P2/P4PP1/5K2/3r4 b - - 1 34,68,bpeKxAFr,d1a1,130,30,d1d3,0.2168,0.2745,0.3147,0.2984,d1d2,d1d2,d1a1,g8f7,112.0,0.3147,0.0816,False
r2qkbnr/1p2ppp1/p1B4p/3p1b2/3P4/2P2N2/PP1N1PPP/R1BQK2R b KQkq - 0 8,16,mS4tpmDd,b7c6,-11,628,b7c6,0.9987,0.9996,0.9999,0.9999,b7c6,b7c6,b7c6,b7c6,0.0,0.9999,0.0012,False
r3kbnr/2q1ppp1/p1p4p/3pNb2/3P4/2P5/PP1N1PPP/R1BQ1RK1 b kq - 3 10,20,mS4tpmDd,e7e6,26,55,g8f6,0.3471,0.5287,0.6788,0.7184,e7e6,e7e6,e7e6,e7e6,0.0,0.7184,0.3713,False
r3kb1r/2qnppp1/p1p4p/3pNb2/3P1B2/2P2N2/PP3PPP/R2Q1RK1 b kq - 7 12,24,mS4tpmDd,d7e5,-50,3,d7e5,0.4538,0.5179,0.4476,0.2648,d7e5,d7e5,d7e5,c7b7,6.0,0.5179,-0.189,False
r3kb1r/3qppp1/p1p4p/3pBb2/Q2P4/2P2N2/PP3PPP/R4RK1 b kq - 2 14,28,mS4tpmDd,f7f6,17,1,e7e6,0.4366,0.4676,0.4719,0.5278,f7f6,f7f6,f7f6,f7f6,0.0,0.5278,0.0912,False
r3kb1r/3q2p1/p1p1pp1p/3p1b2/Q2P4/2P2NB1/PP3PPP/R3R1K1 b kq - 1 16,32,mS4tpmDd,h6h5,23,0,f5g6,0.0104,0.008,0.0073,0.008,f8d6,f8d6,f8d6,f8d6,46.0,0.0104,-0.0024,False
r3k2r/3q2p1/p1pBppbp/3p4/Q2P4/2P2N2/PP3PPP/2R1R1K1 b kq - 0 18,36,mS4tpmDd,d7d6,-16,462,d7d6,0.998,0.9989,0.9992,0.9994,d7d6,d7d6,d7d6,d7d6,0.0,0.9994,0.0014,False
r4rk1/6p1/p1pqppbp/3p4/3P4/2P2N2/PP2QPPP/2R1R1K1 b - - 3 20,40,mS4tpmDd,a8e8,22,6,g6f7,0.1578,0.1512,0.1562,0.1536,f8e8,f8e8,f8e8,f8e8,1.0,0.1578,-0.0042,False
2r2rk1/5bp1/p1pqpp1p/2Pp4/3P4/5N2/PP2QPPP/2R1R1K1 b - - 0 22,44,mS4tpmDd,d6d7,-13,2,d6d7,0.258,0.2796,0.317,0.346,d6c7,d6c7,d6c7,d6d7,0.0,0.346,0.088,False
2r1r1k1/3q1bp1/Q1p1pp1p/2Pp4/3P4/P4N2/1P3PPP/2R1R1K1 b - - 0 24,48,mS4tpmDd,f7h5,-101,25,c8a8,0.1071,0.1351,0.156,0.1597,c8a8,c8a8,c8a8,c8a8,21.0,0.1597,0.0526,False
1r2r1k1/3q1bp1/2p1pp1p/2Pp4/3P4/P4N2/1P1Q1PPP/2R1R1K1 b - - 4 26,52,mS4tpmDd,f7h5,-125,25,b8b3,0.1219,0.1268,0.1071,0.0732,d7b7,d7b7,d7b7,d7b7,50.0,0.1268,-0.0487,False
1r4k1/3q1bp1/2p1pp1p/2Pp4/3P4/PR3N2/1P1Q1PPP/4R1K1 b - - 0 28,56,mS4tpmDd,b8b3,-119,476,b8b3,0.998,0.9994,0.9997,0.9998,b8b3,b8b3,b8b3,b8b3,0.0,0.9998,0.0018,False
6k1/1q3bp1/2p1pp1p/2Pp4/3P4/Pr3N1P/1P1Q1PP1/2R3K1 b - - 0 30,60,mS4tpmDd,b3b2,14,14,b3b2,0.9378,0.946,0.9429,0.9232,b3b2,b3b2,b3b2,b3b2,0.0,0.946,-0.0146,False
