fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,piece,capture,check,quiet,phase,advance,retreat,pawn_move,king_move,toward_own_king
5r1k/6p1/3q1pPp/1p2pP2/p2pQb1P/1PPPn3/P3R3/3B2RK b - - 0 34,68,8mknkMuW,e3d5,30,58,a4a3,0.0075,0.0073,0.0067,0.0069,a4b3,a4b3,a4b3,a4b3,213.0,0.0075,-0.0006,True,club,03_disagreements_b3,1894,1900,1900,False,True,0,knight,False,False,True,middlegame,False,True,False,False,False
rn3rk1/p3qppp/4p3/1NPpN3/4n3/8/PPQ2PPP/R4RK1 b - - 0 16,32,a7uwkK3j,a7a6,59,37,e4c5,0.0406,0.0363,0.0313,0.0291,e4c5,e7c5,e7c5,e7c5,227.0,0.0406,-0.0115,True,club,03_disagreements_b3,1867,1841,1841,False,True,5,pawn,False,False,True,middlegame,True,False,True,False,False
r4rk1/N2n1ppp/1PN2q2/2npp3/8/8/P1Q2PPP/2R2RK1 b - - 0 22,44,a7uwkK3j,a8a7,181,242,a8a7,0.016,0.0098,0.0069,0.0052,d7b6,d7b6,d7b6,d7b6,633.0,0.016,-0.0108,True,club,03_disagreements_b3,1867,1841,1841,True,False,6,rook,True,False,False,middlegame,True,False,False,False,False
2r2r1k/4q1pp/1p6/pQb2p2/8/3BP1P1/P4PP1/1RR3K1 b - - 2 32,64,yCFNmzgu,h7h5,3,8,f8d8,0.028,0.029,0.0271,0.0265,c5a3,e7g5,f8d8,f8d8,187.0,0.029,-0.0015,True,club,03_disagreements_b3,2013,1867,1867,False,True,5,pawn,False,False,True,middlegame,True,False,True,False,False
2Br3k/5qpp/1p6/pQb5/8/4P1P1/P4PP1/1RR3K1 b - - 0 34,68,yCFNmzgu,d8f8,-489,45,d8c8,0.0079,0.0072,0.0067,0.0072,d8c8,d8c8,d8c8,d8c8,113.0,0.0079,-0.0007,True,club,03_disagreements_b3,2013,1867,1867,False,True,1,rook,False,False,True,middlegame,False,False,False,False,False
rnbq1rk1/1pp2pbp/3p1npB/p2Pp3/4P3/2N2P2/PPPQ2PP/R3KBNR b KQ - 0 8,16,sq4ET0aK,f6e4,240,301,g7h6,0.0005,0.0005,0.0019,0.0085,c7c6,c7c6,b8a6,b8a6,332.0,0.0085,0.008,True,club,03_disagreements_b3,2048,2016,2016,False,True,3,knight,True,False,False,opening,True,False,False,False,False
r1b1r1k1/p1ppq1pp/2p5/4P3/1bP5/8/P1PBQ1PP/3RKB1R b K - 2 16,32,Ltei06QP,d7d5,318,25,b4d2,0.0231,0.014,0.0111,0.0169,b4d2,b4d2,b4d2,e7e5,127.0,0.0231,-0.0062,True,club,03_disagreements_b3,1890,2128,2128,False,True,0,pawn,False,False,True,middlegame,True,False,True,False,False
r1b1r1k1/p1p1q1pp/2pp4/4P3/2P1Q3/8/P1PK2PP/3R1B1R b - - 1 18,36,Ltei06QP,g7g6,206,20,e7e5,0.0012,0.0005,0.0002,0.0001,d6e5,e7e5,e7e5,e7e5,172.0,0.0012,-0.0011,True,club,03_disagreements_b3,1890,2128,2128,False,True,0,pawn,False,False,True,middlegame,True,False,True,False,False
1n3rk1/1p3pp1/pq2p2P/3pPnB1/1P1P4/P2Q1N2/5PK1/2R5 b - - 0 22,44,TkCnrHLx,b8d7,-301,81,g7g6,0.0087,0.0055,0.0046,0.0066,f5h6,f5h6,f5h6,g7h6,100.0,0.0087,-0.0021,True,club,03_disagreements_b3,1852,1862,1862,False,True,6,knight,False,False,True,middlegame,True,False,False,False,False
6r1/1pQ3Bk/p3p1pP/3pPn2/1P1P4/P7/5PK1/3R4 b - - 0 30,60,TkCnrHLx,g6g5,-1129,83,f5h4,0.0225,0.0206,0.0228,0.0289,f5g7,f5g7,f5g7,f5g7,868.0,0.0289,0.0064,True,club,03_disagreements_b3,1852,1862,1862,False,True,1,pawn,False,False,True,endgame,True,False,True,False,False
r4b1r/2qkp1p1/p3pnQp/1p1n4/8/3BPN2/1P3PPP/R1B2RK1 b - - 0 18,36,pdcR3yDD,d7c6,-506,3,a8a7,0.0086,0.0088,0.0077,0.0065,d5b4,d5b4,d5b4,d5b4,102.0,0.0088,-0.0021,True,club,03_disagreements_b3,2078,2047,2047,False,True,1,king,False,False,True,middlegame,True,False,False,True,False
1q3b1r/r2k2p1/p3pnQp/Bp1np3/4P3/3B1N2/1P3PPP/3R1RK1 b - - 0 22,44,pdcR3yDD,d7c6,-588,37,f6e4,0.0131,0.0084,0.0049,0.0028,d5f4,d5f4,d5f4,d5f4,773.0,0.0131,-0.0103,True,club,03_disagreements_b3,2078,2047,2047,False,True,6,king,False,False,True,middlegame,True,False,False,True,False
r3br2/1R3pk1/p5p1/2p1N3/q6P/6Q1/5PP1/4R1K1 b - - 0 26,52,91rRf3zJ,g7g8,-482,103,e8c6,0.0243,0.023,0.0221,0.0192,a4a5,a4a5,a4a5,a4a5,635.0,0.0243,-0.0051,True,club,03_disagreements_b3,1805,1899,1899,False,True,6,king,False,False,True,middlegame,False,True,False,True,False
2kr1b1r/1ppqpn2/p1n2p2/3p4/3P1BP1/2NBQP2/PPP4P/2KR3R b - - 2 14,28,2LQS7X01,e7e6,-223,21,c8b8,0.036,0.032,0.0309,0.0324,f8h6,e7e5,e7e5,e7e5,185.0,0.036,-0.0036,True,club,03_disagreements_b3,2056,2090,2090,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
4r1k1/pp1R1p1p/5p2/8/2Q3P1/1P5P/2P3K1/2q5 b - - 6 28,56,7D47lnbW,e8e6,216,107,e8e6,0.0169,0.0159,0.0152,0.0191,e8e2,e8f8,c1e1,c1e1,2214.0,0.0191,0.0022,True,club,03_disagreements_b3,1981,2127,2127,True,False,0,rook,False,False,True,endgame,True,False,False,False,False
rn2k2r/ppp2ppp/3bpn2/q7/3P2b1/2N2N2/PPPBBPPP/R2Q1RK1 b kq - 2 8,16,H37vHbRq,a5f5,-70,29,a5h5,0.0048,0.004,0.0032,0.002,c7c6,c7c6,a5h5,a5h5,123.0,0.0048,-0.0028,True,club,03_disagreements_b3,1803,1819,1819,False,True,3,queen,False,False,True,opening,False,False,False,False,False
4rk1r/ppp3p1/8/2N1b3/2n4P/2P3P1/P1B2P2/4RRK1 b - - 10 30,60,XmF1057O,e8e7,-335,8,c4d2,0.0054,0.0062,0.007,0.0084,e5c3,e5c3,e5c3,e5c3,174.0,0.0084,0.003,True,club,03_disagreements_b3,1967,1984,1984,False,True,6,rook,False,False,True,middlegame,True,False,False,False,False
5k2/ppp1r1p1/6Br/2N4P/8/2b3P1/P2n1PK1/3R1R2 b - - 0 34,68,XmF1057O,h6g6,-53,189,h6g6,0.0018,0.002,0.0026,0.0039,d2f1,d2f1,d2f1,d2f1,1945.0,0.0039,0.0021,True,club,03_disagreements_b3,1967,1984,1984,True,False,6,rook,True,False,False,middlegame,False,False,False,False,False
r2q1rk1/1b3pp1/p2ppn1p/1p6/1n2P3/2N1PN1P/PP4P1/1BRQ1RK1 b - - 7 16,32,LazsNFG2,d8e7,214,1,d8b6,0.0072,0.0093,0.0117,0.0143,d6d5,d8b6,d8b6,d8b6,126.0,0.0143,0.0071,True,club,03_disagreements_b3,1857,1825,1825,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
4rr2/pp4k1/2p1b1pn/4Pp2/1PP4N/P2B3P/8/2K1R1R1 b - - 3 26,52,o38wZkOm,f8g8,-216,63,e6f7,0.0091,0.0083,0.0061,0.0041,e6f7,e6f7,e6f7,e6f7,131.0,0.0091,-0.005,True,club,03_disagreements_b3,2016,2051,2051,False,True,5,rook,False,False,True,middlegame,False,False,False,False,False
r3r1k1/pp2ppbp/1qn2np1/3p2B1/3P2b1/2PB1N1P/PPQN1PP1/2KR3R b - - 0 12,24,oNSaCiJO,c6b4,155,85,g4f3,0.0007,0.0005,0.0005,0.0005,g4f3,g4f3,g4d7,g4d7,138.0,0.0007,-0.0002,True,club,03_disagreements_b3,1810,1863,1863,False,True,3,knight,False,False,True,opening,True,False,False,False,False
r4r2/ppq2pk1/2p3bp/2n1P3/2P2pP1/2N4P/PP4Q1/2K1RB1R b - - 2 20,40,xvDgDspz,c7a5,395,14,c7d7,0.0169,0.0163,0.0183,0.0231,c5d3,c5d3,c5d3,c5d3,481.0,0.0231,0.0062,True,club,03_disagreements_b3,1873,1907,1907,False,True,0,queen,False,False,True,middlegame,True,False,False,False,False
r4r1k/ppp4p/2n1Bp2/8/1b1qNQ2/5P2/PPP2P1P/R4RK1 b - - 0 18,36,EGpgfDCK,f6f5,105,125,b4d6,0.0453,0.032,0.0237,0.0245,d4b2,b4d6,b4d6,b4d6,174.0,0.0453,-0.0208,True,club,03_disagreements_b3,1919,1978,1978,False,True,5,pawn,False,False,True,middlegame,True,False,True,False,False
r3k2r/pp1bqpb1/2np1n1p/2p1pPp1/2P1P1P1/2NP2NP/PP4BK/R1BQ1R2 b kq - 2 14,28,0PSEEndQ,e7d8,-76,7,e8c8,0.0054,0.0077,0.0099,0.0087,e8c8,e8c8,e8c8,e8c8,138.0,0.0099,0.0033,True,club,03_disagreements_b3,2059,1932,1932,False,True,2,queen,False,False,True,middlegame,False,True,False,False,False
2r1k1nr/1p3ppp/p3p1b1/2qpP3/Q2N2P1/2P4P/PP1N1P2/R4RK1 b k - 4 16,32,Bw7QFCUo,e8d8,-102,4,e8f8,0.02,0.0122,0.0124,0.0238,b7b5,b7b5,b7b5,b7b5,183.0,0.0238,0.0038,True,club,03_disagreements_b3,2172,2028,2028,False,True,2,king,False,False,True,middlegame,False,False,False,True,False
N1qk1r2/pp1n2Qp/3p4/5p1p/5P2/P7/1P6/1K1R4 b - - 3 28,56,1dokkqbd,c8c4,107,129,c8a8,0.0056,0.0038,0.004,0.0057,c8a8,c8a8,c8a8,c8a8,560.0,0.0057,0.0001,True,club,03_disagreements_b3,1928,1930,1930,False,True,0,queen,False,False,True,endgame,True,False,False,False,False
r1bqk2r/pp2pp1p/2n3p1/1BpP4/4P3/2b2N2/P2B1PPP/R2QK2R b KQkq - 1 10,20,i0sResiZ,d8a5,-15,76,c3a1,0.0058,0.0068,0.0096,0.0182,c3a1,c3a1,c3a1,c3a1,362.0,0.0182,0.0124,True,club,03_disagreements_b3,1962,2036,2036,False,True,3,queen,False,False,True,opening,True,False,False,False,False
2B2r1k/1p4p1/8/p1b5/P5P1/5b1P/1P1q1R2/R4QK1 b - - 2 32,64,0EjEshfj,f3c6,1994,1,f8c8,0.0089,0.0138,0.0244,0.0443,c5f2,c5f2,f3e2,f3e2,1375.0,0.0443,0.0354,True,club,03_disagreements_b3,1915,1896,1896,False,True,4,bishop,False,False,True,middlegame,False,True,False,False,False
2r1k2r/2qp1pp1/p3p1n1/1p6/1P2Pb1p/2P2Q1P/PB2BPP1/R4R1K b k - 4 22,44,kWIDz4HB,c7b7,70,4,f4e5,0.0031,0.0022,0.0016,0.0013,g6e5,g6e5,g6e5,g6e5,547.0,0.0031,-0.0018,True,club,03_disagreements_b3,1908,1879,1879,False,True,2,queen,False,False,True,middlegame,False,False,False,False,False
2r2bQR/2qpkp2/4p3/1P6/4P2p/2P4P/1B3PP1/5R1K b - - 0 34,68,kWIDz4HB,c7d6,-772,33,c7c4,0.0167,0.0169,0.0149,0.0162,c7c4,c7c4,c7c4,c7c4,722.0,0.0169,-0.0005,True,club,03_disagreements_b3,1908,1879,1879,False,True,1,queen,False,False,True,middlegame,True,False,False,False,False
r2q1r2/bpp1nppk/p6p/3pPN2/Pn1P4/2N1B3/BP1Q1PPP/2R2RK1 b - - 0 16,32,j4TmPw95,b4a2,-317,151,b4a2,0.0106,0.0052,0.0033,0.0022,e7f5,e7f5,e7f5,e7f5,175.0,0.0106,-0.0084,True,club,03_disagreements_b3,2115,2135,2135,True,False,6,knight,True,False,False,middlegame,True,False,False,False,False
r2q1r2/bpp2ppk/p6p/3NP3/P2P4/2N1B3/1P1Q1PPP/2n2RK1 b - - 0 18,36,j4TmPw95,c1a2,-175,205,c1b3,0.0083,0.0066,0.0055,0.0041,c1b3,c1b3,c1b3,c1b3,261.0,0.0083,-0.0042,True,club,03_disagreements_b3,2115,2135,2135,False,True,6,knight,False,False,True,middlegame,False,True,False,False,False
q1r1nbk1/1R3p2/1Qnp2p1/3P4/1P2PPP1/P3B3/4N3/1N4K1 b - - 0 28,56,2Nr3o376,c6b4,-363,53,c6e7,0.0079,0.0064,0.0062,0.0074,c6d8,c6e7,c6e7,c6d8,168.0,0.0079,-0.0005,True,club,03_disagreements_b3,1847,1855,1855,False,True,6,knight,True,False,False,middlegame,True,False,False,False,False
4r1k1/5pp1/p4n1p/8/P2N4/3K1Q2/1P3P2/RN2q3 b - - 2 28,56,Ob6rCSE6,e1c1,449,98,e1b4,0.0281,0.0294,0.034,0.0409,e1f1,e1f1,e1f1,e1f1,107.0,0.0409,0.0128,True,club,03_disagreements_b3,2028,1927,1927,False,True,7,queen,False,False,True,middlegame,False,False,False,False,False
1r1r2k1/1pp1qppp/p7/2PP1b2/3Q4/P5P1/1R3PBP/3R2K1 b - - 2 22,44,x6xRycZi,h7h5,-154,4,h7h5,0.0042,0.0043,0.0059,0.013,c7c6,c7c6,c7c6,c7c6,115.0,0.013,0.0088,True,club,03_disagreements_b3,2151,2281,2281,True,False,5,pawn,False,False,True,middlegame,True,False,True,False,False
r2q1rk1/pppn1ppp/4pb1B/4P2n/2BP4/1QN2P2/PP3P1P/R3K1R1 b Q - 0 12,24,MIaWLU9C,g8h8,-192,20,f6e5,0.0101,0.0132,0.0161,0.0215,f6h4,d7e5,d7e5,d7e5,118.0,0.0215,0.0114,True,club,03_disagreements_b3,1816,1805,1805,False,True,2,king,False,False,True,opening,False,False,False,True,False
r2q2k1/1pnb2bp/1B1p2p1/3Pp3/pP2Pp2/P1NB1P2/2Q3PP/2R3K1 b - - 2 24,48,TY0ejfwb,d8b8,-181,147,a8c8,0.012,0.0096,0.0072,0.007,a8c8,a8c8,a8c8,a8c8,178.0,0.012,-0.005,True,club,03_disagreements_b3,1813,1864,1864,False,True,6,queen,False,False,True,middlegame,False,False,False,False,False
r1b5/n3r1k1/pp1pPqp1/2pP3p/2P1Q3/P3R3/1P3PPN/1B3RK1 b - - 1 26,52,TkkpONlU,c8e6,-564,10,c8b7,0.0284,0.0173,0.0097,0.0057,c8b7,c8b7,c8b7,c8b7,152.0,0.0284,-0.0227,True,club,03_disagreements_b3,1858,1812,1812,False,True,1,bishop,True,False,False,middlegame,True,False,False,False,False
r7/nb2r1k1/p2pPqp1/1ppP3p/2P5/P4R2/1PQ2PPN/1B3RK1 b - - 1 28,56,TkkpONlU,e7e6,-558,51,f6g5,0.0065,0.0043,0.0036,0.0028,f6g5,f6g5,f6g5,f6g5,479.0,0.0065,-0.0037,True,club,03_disagreements_b3,1858,1812,1812,False,True,1,rook,True,False,False,middlegame,True,False,False,False,False
r1bqk2r/ppp1bppp/4pn2/4n1B1/2B2Q2/2NP4/PPP1NPPP/2KR3R b kq - 6 10,20,s4TKFMEM,f6d5,-46,28,e5g6,0.0023,0.0011,0.0004,0.0002,e5c4,e5c4,e5c4,e5c4,104.0,0.0023,-0.0021,True,club,03_disagreements_b3,2054,1959,1959,False,True,3,knight,False,False,True,opening,True,False,False,False,False
r4rk1/1ppb1ppp/p2p1q2/3npP2/8/3P3P/PPPBB1P1/R2Q1RK1 b - - 1 16,32,S7JRSP8R,d5f4,111,18,d7c6,0.0453,0.0423,0.0392,0.0329,d7f5,d7f5,d7f5,d7f5,111.0,0.0453,-0.0124,True,club,03_disagreements_b3,1865,1871,1871,False,True,2,knight,False,False,True,middlegame,True,False,False,False,False
r4rk1/1pp2pPp/p1b3n1/8/2Ppp1B1/3qB2P/PP4P1/R1Q2RK1 b - - 0 24,48,S7JRSP8R,f8e8,348,99,f8e8,0.0362,0.0288,0.0315,0.0439,g8g7,g8g7,g8g7,g8g7,289.0,0.0439,0.0077,True,club,03_disagreements_b3,1865,1871,1871,True,False,0,rook,False,False,True,middlegame,False,False,False,False,False
r1bqk2r/pp1pnppp/2n5/4p1N1/2B1P3/2P5/P3QPPP/R1B2RK1 b kq - 1 10,20,iPha0VTk,h8f8,-347,70,e8g8,0.0098,0.0037,0.002,0.0036,e8g8,e8g8,e8g8,e8g8,148.0,0.0098,-0.0062,True,club,03_disagreements_b3,2089,2096,2096,False,True,3,rook,False,False,True,opening,False,False,False,False,False
2r2rk1/pp1b1p2/1q1p1pp1/7p/1P2P3/1B3PQ1/P1P2RPP/3R2K1 b - - 3 20,40,SZVo0MDC,d6d5,-52,186,g8g7,0.0057,0.0037,0.0027,0.0024,b6b4,b6b4,b6b4,b6b4,557.0,0.0057,-0.0033,True,club,03_disagreements_b3,2233,2137,2137,False,True,5,pawn,False,False,True,middlegame,True,False,True,False,False
r1bqrbk1/p2p1p1p/2p1pnp1/6B1/4P3/2N5/PPPQBPPP/R4RK1 b - - 5 12,24,QdxVJuKK,e6e5,-130,8,f8e7,0.015,0.0167,0.0251,0.0414,f8g7,f8g7,f8g7,f8g7,283.0,0.0414,0.0264,True,club,03_disagreements_b3,1870,1854,1854,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
4r1k1/pp3p1p/8/8/3Nq3/PP4P1/3QP3/2R3K1 b - - 0 28,56,Tuq1Ip44,h7h6,-488,10,e8e5,0.002,0.0014,0.0009,0.001,e8d8,e8d8,e8d8,e8d8,388.0,0.002,-0.001,True,club,03_disagreements_b3,1812,2005,2005,False,True,1,pawn,False,False,True,endgame,True,False,True,False,False
r1kq3r/1b2RB2/p2P3p/1p6/3Qn1p1/8/PPP2PPP/R5K1 b - - 0 22,44,o0WwJoe6,a6a5,-508,64,a6a5,0.0019,0.0009,0.0006,0.0005,e4d6,e4d6,e4d6,e4d6,211.0,0.0019,-0.0014,True,club,03_disagreements_b3,2370,2288,2288,True,False,6,pawn,False,False,True,middlegame,True,False,True,False,False
r1b2n1k/pp3p1B/1b3p1Q/7N/8/5N1q/PP3P2/3RR1K1 b - - 1 26,52,FUeiQRp2,h3h5,-797,83,h3g4,0.0041,0.0024,0.0019,0.0021,h3g4,h3g4,h3g4,h3g4,170.0,0.0041,-0.002,True,club,03_disagreements_b3,1916,1868,1868,False,True,6,queen,True,False,False,middlegame,False,True,False,False,False
r1q2rk1/pbpn1nbp/1p1p2p1/1B1Np3/4P2B/5N1P/PPPQ1PP1/2KR3R b - - 5 14,28,YPiHZ5zv,g8h8,-34,66,b7d5,0.0258,0.0423,0.0427,0.0482,b7d5,b7d5,b7d5,b7d5,124.0,0.0482,0.0224,True,club,03_disagreements_b3,2038,2061,2061,False,True,2,king,False,False,True,middlegame,False,False,False,True,False
4rrk1/pp4bp/3q2p1/2pNnb2/2P5/1Q1PpN1P/PP2B1P1/3R1RK1 b - - 7 18,36,HBbHdVU3,f5h3,398,23,b7b6,0.0309,0.0268,0.017,0.0109,e5f3,e5f3,b7b6,b7b6,157.0,0.0309,-0.02,True,club,03_disagreements_b3,2180,2074,2074,False,True,0,bishop,True,False,False,middlegame,True,False,False,False,False
6k1/2p3p1/p4p2/2p1qp1Q/2P1nR2/1P2P1PP/P6K/R1Brr3 b - - 0 34,68,ZnkDjfvI,e5b2,1996,2,e1h1,0.0052,0.0051,0.0049,0.0048,e5a1,e5a1,e5a1,e5a1,3994.0,0.0052,-0.0004,True,club,03_disagreements_b3,1927,1891,1891,False,True,4,queen,False,True,False,middlegame,True,False,False,False,False
r4r2/2p1q1kp/3pp1p1/p2b1p2/1p1PnN2/PP2Q2P/1P1N1PP1/2R1R1K1 b - - 3 22,44,RzjIxXeC,e7f7,57,3,g6g5,0.002,0.0022,0.0025,0.0033,e4d2,e4d2,e4d2,d5b7,540.0,0.0033,0.0013,True,club,03_disagreements_b3,1891,1911,1911,False,True,2,queen,False,False,True,middlegame,False,False,False,False,False
rn1qkb1r/ppp2ppp/5n2/4p3/3PP3/2N2B2/PP3PPP/R1BQK2R b KQkq - 0 8,16,nBHlCgVA,b8c6,-54,12,d8d4,0.0442,0.0344,0.023,0.0095,e5d4,e5d4,e5d4,e5d4,151.0,0.0442,-0.0347,True,club,03_disagreements_b3,1929,1915,1915,False,True,3,knight,False,False,True,opening,True,False,False,False,False
rn2k2r/ppp2ppp/5n2/1N6/3pP3/5B2/PP1K1PPP/R6R b kq - 0 12,24,nBHlCgVA,c7c6,-262,48,b8a6,0.0452,0.0168,0.0085,0.0043,b8a6,b8a6,b8a6,b8a6,158.0,0.0452,-0.0409,True,club,03_disagreements_b3,1929,1915,1915,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
5rk1/pp1b2bp/4p1p1/2q5/3p4/1P2N3/P4PPP/1BR1Q1K1 b - - 1 28,56,i3N5mnmx,d4e3,533,410,c5b6,0.0107,0.0093,0.0091,0.0088,c5g5,c5b6,c5b6,c5b6,466.0,0.0107,-0.0019,True,club,03_disagreements_b3,1953,1903,1903,False,True,0,pawn,True,False,False,middlegame,True,False,True,False,False
r2q2k1/1bbn3p/pp2prp1/1P2NpN1/P2PpP2/B3P1P1/4Q2P/R1R3K1 b - - 7 22,44,hepulvhs,c7b8,-333,68,d7f8,0.0068,0.0071,0.0066,0.006,a6b5,c7e5,c7e5,c7e5,123.0,0.0071,-0.0008,True,club,03_disagreements_b3,1940,1938,1938,False,True,6,bishop,False,False,True,middlegame,False,True,False,False,False
r4nk1/1b5p/1p1qprp1/PQ2NpN1/3PpP2/2R1P1P1/7P/R5K1 b - - 0 26,52,hepulvhs,d6d8,-258,2,h7h6,0.0062,0.0044,0.003,0.0024,b7a6,b7a6,b7a6,b7a6,200.0,0.0062,-0.0038,True,club,03_disagreements_b3,1940,1938,1938,False,True,6,queen,False,False,True,middlegame,False,True,False,False,False
2r4k/p1r4p/6p1/4qp2/2PNpn2/1P5P/P1Q2PP1/3RR1K1 b - - 0 30,60,ICHlvFgl,c7g7,-112,6,a7a6,0.0124,0.0132,0.0139,0.0179,f4d3,f4d3,f4d3,f4d3,393.0,0.0179,0.0055,True,club,03_disagreements_b3,1938,1964,1964,False,True,5,rook,False,False,True,middlegame,False,False,False,False,False
2rr2k1/2q1bppp/p3bn2/1p1p4/3B4/PNN1Q2P/1PP2PP1/1R1R2K1 b - - 3 20,40,MDpUjqLc,d8e8,2,2,c7c6,0.039,0.0433,0.0428,0.0375,f6e4,f6e4,b5b4,b5b4,176.0,0.0433,-0.0015,True,club,03_disagreements_b3,2202,2106,2106,False,True,2,rook,False,False,True,middlegame,False,False,False,False,False
rnbqkb1r/ppp3pp/8/3p1pN1/3Pp2P/1B2P3/PPP2PP1/RN1QK2R b KQkq - 1 8,16,HZErEEI9,g7g6,-61,20,f8e7,0.0406,0.0332,0.0292,0.0305,h7h6,h7h6,h7h6,h7h6,431.0,0.0406,-0.0101,True,club,03_disagreements_b3,2151,2039,2039,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r1r3k1/5pp1/p6P/P1p2q2/1pQ1p2P/4P3/1P6/2KR3R b - - 0 30,60,CH1LjkdO,c8d8,0,10,g7g6,0.0086,0.0079,0.0113,0.0265,g7h6,g7h6,g7h6,g7h6,436.0,0.0265,0.0179,True,club,03_disagreements_b3,1866,1858,1858,False,True,5,rook,False,False,True,endgame,False,False,False,False,False
2rr2k1/1b3pb1/p1nq2p1/2p1p1Qp/2BpP2P/1NP2N2/PP3PP1/3R1RK1 b - - 5 20,40,HJ8IkqJ0,c8c7,33,6,d8d7,0.0354,0.0319,0.0288,0.0318,g7f6,d6f6,d6f6,d6f6,167.0,0.0354,-0.0036,True,club,03_disagreements_b3,1804,1937,1937,False,True,2,rook,False,False,True,middlegame,True,False,False,False,False
r2q1rk1/ppp1ppbp/5np1/3PNb2/1np5/2N1P1P1/PP3PBP/R1BQ1RK1 b - - 2 10,20,OQC22CPO,e7e6,132,7,e7e6,0.0222,0.0157,0.008,0.0048,b4c2,b4c2,b4c2,b4d3,126.0,0.0222,-0.0174,True,club,03_disagreements_b3,2024,2216,2216,True,False,3,pawn,False,False,True,opening,True,False,True,False,False
rn1q1rk1/ppn2ppp/3b4/2pP3b/4N3/3B1N1P/PP3PP1/R1BQ1RK1 b - - 4 12,24,Ul03EcHs,b8a6,-61,6,c7d5,0.0186,0.0174,0.0196,0.0346,c7d5,c7d5,c7d5,c7d5,117.0,0.0346,0.016,True,club,03_disagreements_b3,2299,1885,1885,False,True,3,knight,False,False,True,opening,True,False,False,False,False
rn2nrk1/1p1b1pb1/pq1p2pp/2pP4/4PP2/5N1P/PPP1N1B1/R1BQR1K1 b - - 1 16,32,gJgnj7Kg,a6a5,-189,13,e8f6,0.0124,0.0098,0.009,0.0099,g7b2,g7b2,g7b2,g7b2,255.0,0.0124,-0.0025,True,club,03_disagreements_b3,2029,1889,1889,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r1b5/1pR2n2/pB3kp1/3p3p/5P2/1P3N1P/P1B3P1/6K1 b - - 1 34,68,xLW4CKWp,c8g4,-736,8,f7h6,0.0007,0.0005,0.0005,0.0004,f7d6,f7d6,f7d6,f7d6,1262.0,0.0007,-0.0003,True,club,03_disagreements_b3,1895,1901,1901,False,True,1,bishop,False,False,True,middlegame,True,False,False,False,False
5k2/1p3prp/p1b2p1B/8/8/6P1/PP3K2/3R4 b - - 0 30,60,V4BvWUwo,c6e4,-469,8,f6f5,0.0155,0.0152,0.0182,0.0223,f8g8,f8g8,f8g8,f8g8,1529.0,0.0223,0.0068,True,club,03_disagreements_b3,1965,1950,1950,False,True,5,bishop,False,False,True,endgame,True,False,False,False,False
r1b2rk1/p4ppp/1p1p1n2/q3p1N1/1b1nPP2/2NB3P/P2B2P1/2RQR1K1 b - - 0 14,28,1mx9SMqG,c8e6,255,40,h7h6,0.0203,0.016,0.013,0.0114,c8a6,c8a6,c8a6,c8a6,208.0,0.0203,-0.0089,True,club,03_disagreements_b3,1937,1981,1981,False,True,0,bishop,False,False,True,middlegame,True,False,False,False,False
r4rk1/p4pp1/bp3n2/q3p1B1/1b1nP3/2NB2RP/P5P1/2RQ2K1 b - - 0 18,36,1mx9SMqG,f6e8,246,17,f6h7,0.0101,0.0123,0.0182,0.0303,b4c3,b4c3,b4c3,b4c3,2239.0,0.0303,0.0202,True,club,03_disagreements_b3,1937,1981,1981,False,True,0,knight,False,False,True,middlegame,False,True,False,False,False
r4rk1/p6n/1p6/2bNp1B1/3nP3/2R3QP/q5PK/8 b - - 0 26,52,1mx9SMqG,d4f3,500,7,d4e2,0.0387,0.0374,0.0361,0.0376,d4e2,d4e2,h7g5,h7g5,584.0,0.0387,-0.0011,True,club,03_disagreements_b3,1937,1981,1981,False,True,6,knight,False,True,False,middlegame,True,False,False,False,False
5rk1/1r3pp1/b3pn1p/p1Npb3/2P1P3/PP2QB1P/5PPq/R1B1RK2 b - - 1 22,44,5dT97Wyc,b7b3,418,181,d5e4,0.0403,0.0258,0.0181,0.0155,e5a1,d5c4,d5c4,d5c4,288.0,0.0403,-0.0248,True,club,03_disagreements_b3,1867,1858,1858,False,True,0,rook,True,False,False,middlegame,True,False,False,False,False
2r3k1/1q3pp1/4p2p/p7/5B2/PP1Q3P/4KP2/R7 b - - 2 30,60,5dT97Wyc,e6e5,-274,66,b7b6,0.0361,0.0295,0.0305,0.036,g7g5,b7g2,b7g2,b7g2,137.0,0.0361,-0.0001,True,club,03_disagreements_b3,1867,1858,1858,False,True,7,pawn,False,False,True,endgame,True,False,True,False,False
