fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,sim,margin
2r2rk1/1Q2pp1p/6p1/p1Pp4/b7/q1nNP3/P3BPPP/2R1K2R b K - 0 22,44,6XUP1fPq,a4b5,580,114,c3e2,0.0044,0.0051,0.0059,0.0072,c3e2,c3e2,c3e2,c3e2,155.0,0.0072,0.0028,True,club,03_bands_club,2323,2211,2211,False,True,4,0.7945,0.1689
3r2k1/pp2ppbp/2q1b1p1/r7/PP3P2/2PBB3/4Q1PP/R4RK1 b - - 0 18,36,MV3G9fQD,c6c3,221,121,a5d5,0.0449,0.0404,0.0389,0.0383,a5a4,a5a4,a5a4,a5a4,199.0,0.0449,-0.0066,True,club,03_bands_club,2265,2207,2207,False,True,0,0.5525,0.0628
6k1/4ppb1/6p1/2Br1b1p/1P3P2/q6P/5QP1/1R1R2K1 b - - 2 30,60,MV3G9fQD,d5c5,-108,95,a3a8,0.006,0.0047,0.0039,0.003,d5d1,d5d1,d5d1,d5d1,169.0,0.006,-0.003,True,club,03_bands_club,2265,2207,2207,False,True,0,0.4817,0.0064
2rq1rk1/5pp1/1pp1bB1p/p3P3/7R/4Q2P/PP3PP1/4R1K1 b - - 4 28,56,w7X2Ossd,e6f5,-579,6,g8h7,0.0008,0.0008,0.0008,0.0008,g7f6,g7f6,g7f6,g7f6,1419.0,0.0008,0.0,True,club,03_bands_club,2337,2278,2278,False,True,1,0.7497,0.0595
1rb1r1k1/p2p2pp/2pPp1n1/2N2p2/2P2P2/1P1B1K2/P5PP/4R2R b - - 2 22,44,0LON8phk,e8f8,-208,25,a7a5,0.038,0.0436,0.0406,0.0305,g6h4,g6h4,g6h4,g8f7,138.0,0.0436,-0.0075,True,club,03_bands_club,2370,2232,2232,False,True,6,0.5557,0.0598
1rb5/3p1k2/2pPp3/4Rp1P/N1P2K2/1P6/P5r1/7R b - - 0 32,64,0LON8phk,c6c5,-240,31,g2a2,0.0014,0.001,0.001,0.0015,g2a2,g2a2,g2a2,g2a2,112.0,0.0015,0.0001,True,club,03_bands_club,2370,2232,2232,False,True,5,0.5464,0.0768
r1b2rk1/p3pp1p/1pp3p1/2p1P3/5P2/2NP4/PPPB1qPP/R2Q3K b - - 0 14,28,J6MYjmj6,c5c4,228,9,c8f5,0.0246,0.0167,0.0133,0.0138,c8b7,c8b7,c8b7,h7h5,132.0,0.0246,-0.0108,True,club,03_bands_club,2225,2206,2206,False,True,0,0.4856,0.0261
3rk2r/p3bppp/2p1bn2/N3p3/2p5/2N3P1/PP2PP1P/R1B2RK1 b k - 1 12,24,sMfp2rvj,e8d7,174,118,e8d7,0.004,0.0035,0.0071,0.0229,e8g8,d8c8,d8c8,c6c5,192.0,0.0229,0.0189,True,club,03_bands_club,2258,2290,2290,True,False,3,0.5758,0.0412
3r3r/2k3p1/2p5/p1Pn1p1p/1b1Bp2P/5PP1/1N2P3/R4RK1 b - - 1 24,48,sMfp2rvj,h8e8,200,71,h8g8,0.0321,0.0187,0.0149,0.0202,h8g8,h8g8,h8g8,d5f6,126.0,0.0321,-0.0119,True,club,03_bands_club,2258,2290,2290,False,True,0,0.6306,0.1423
R4b1r/1pk4p/1pp3b1/8/5PP1/8/PPP4P/1K2R3 b - - 0 28,56,xXyLNb6J,h7h6,-423,10,b6b5,0.0217,0.0213,0.0181,0.0128,f8g7,f8g7,f8g7,f8g7,136.0,0.0217,-0.0089,True,club,03_bands_club,2334,2382,2382,False,True,5,0.5484,0.0809
r3qrk1/2bb1ppp/2n5/p1N5/Q1PppPP1/P6P/1P1BP1BK/R4R2 b - - 2 24,48,LJoOyLQE,f7f5,-56,65,f7f5,0.0211,0.0191,0.0195,0.0226,e4e3,e4e3,e4e3,e4e3,277.0,0.0226,0.0015,True,club,03_bands_club,2235,2244,2244,True,False,2,0.6188,0.0387
r3q1k1/2b4p/2n3pr/p1N2b2/Q1P1pP2/P1BpP1RP/1P5K/R4B2 b - - 1 30,60,LJoOyLQE,c7d8,132,89,c6e7,0.0251,0.0246,0.0184,0.0137,g6g5,c7b6,c6e5,c6e5,441.0,0.0251,-0.0114,True,club,03_bands_club,2235,2244,2244,False,True,2,0.5837,0.1042
r5k1/4n2p/6pr/p1q2bB1/2P1pP2/P2p2RP/1P5K/R2Q1B2 b - - 1 34,68,LJoOyLQE,g8g7,116,116,c5f2,0.0155,0.0125,0.0107,0.0093,h6h5,h6h5,h6h5,h6h5,328.0,0.0155,-0.0062,True,club,03_bands_club,2235,2244,2244,False,True,0,0.532,0.1125
1k1r3b/pp3R1p/1n4p1/3P4/6b1/1B4N1/P5PP/2R4K b - - 3 26,52,JS5TUdC4,a7a5,-308,23,h7h5,0.0072,0.0073,0.008,0.0117,b6d5,b6d5,b6d5,b6d5,217.0,0.0117,0.0045,True,club,03_bands_club,2264,2296,2296,False,True,5,0.552,0.1519
1r3rk1/pq3pbp/4b1p1/4p3/Q7/2BB1P2/PPP3PP/2KR3R b - - 5 18,36,zXhidFsA,b7b6,0,8,f8c8,0.0268,0.0295,0.0298,0.0248,e6d7,e6d7,f8c8,f8c8,269.0,0.0298,-0.002,True,club,03_bands_club,2386,2263,2263,False,True,0,0.4876,0.0105
1br1r1k1/p2b1p1p/2p3p1/2P5/1P1pNP2/4P3/5PBP/R1R3K1 b - - 1 28,56,7X8Td4r0,e8d8,-99,125,g8g7,0.0017,0.0013,0.0011,0.0015,d4e3,d4e3,d4e3,d4e3,138.0,0.0017,-0.0002,True,club,03_bands_club,2369,2241,2241,False,True,5,0.6208,0.0726
1br1r3/p4pkp/2p3p1/2P5/1P1RNPb1/4P3/5PBP/R5K1 b - - 0 30,60,7X8Td4r0,e8d8,-271,49,c8d8,0.027,0.0175,0.0171,0.0261,g4f5,g4f5,g4f5,g4f5,148.0,0.027,-0.0009,True,club,03_bands_club,2369,2241,2241,False,True,5,0.6623,0.0619
rnbqr1k1/pp3ppp/2pb4/4p3/3P4/2P2NP1/P3PPBP/1RBQ1RK1 b - - 0 10,20,FzfR6BFd,d8a5,-50,0,e5d4,0.0063,0.0051,0.0047,0.0075,e5e4,e5e4,e5e4,e5e4,129.0,0.0075,0.0012,True,club,03_bands_club,2373,2232,2232,False,True,3,0.7696,0.2059
r3r1k1/pp1n1ppp/1qpb4/8/3PP3/5NP1/P1Q2PBP/2B2RK1 b - - 0 16,32,FzfR6BFd,a8d8,-32,16,f7f6,0.0225,0.0246,0.0238,0.0283,c6c5,d7f6,d7f6,d7f6,311.0,0.0283,0.0058,True,club,03_bands_club,2373,2232,2232,False,True,2,0.5023,0.0199
2r1rbk1/pp4pp/1np2p2/5N1q/3PP2P/6P1/PBQ2P2/3R1BK1 b - - 0 22,44,FzfR6BFd,e8e4,233,281,h5f3,0.0045,0.0027,0.0019,0.0014,h5g4,h5g4,h5g4,g7g6,679.0,0.0045,-0.0031,True,club,03_bands_club,2373,2232,2232,False,True,2,0.4847,0.0927
1k5r/ppR2p2/5p2/3P1bp1/5b1p/7P/PPB2PP1/1K1R4 b - - 1 26,52,wfeIkcTL,f5h3,50,27,b8c7,0.0001,0.0001,0.0001,0.0001,f5c2,f5c2,f5c2,f5c2,390.0,0.0001,0.0,True,club,03_bands_club,2331,2281,2281,False,True,0,0.4249,0.0448
r3r1k1/pbp2ppp/8/p2q4/3P2Q1/2P1N3/5PPP/R3R1K1 b - - 1 20,40,V6Z8ZTaP,h7h5,-55,3,d5e6,0.0435,0.0315,0.0259,0.034,d5c6,d5c6,e8e3,e8e3,260.0,0.0435,-0.0095,True,club,03_bands_club,2255,2322,2322,False,True,5,0.5878,0.0924
r1r1qbk1/2B2p1p/pQR1pnp1/3p4/3P4/1P1BP2P/P4PP1/5RK1 b - - 0 22,44,gEkC3Ebt,a8b8,-175,131,a8b8,0.0269,0.0131,0.0075,0.0053,f6d7,f6d7,f6d7,f6d7,171.0,0.0269,-0.0216,True,club,03_bands_club,2341,2341,2341,True,False,6,0.5832,0.0579
6k1/3b2p1/3b4/p4p1p/2p4P/2P2PN1/PP2R1PK/3r4 b - - 0 32,64,nhJkEcqW,g7g5,805,51,g8f7,0.0427,0.0273,0.0174,0.0159,f5f4,f5f4,f5f4,f5f4,352.0,0.0427,-0.0268,True,club,03_bands_club,2246,2323,2323,False,True,4,0.8988,0.5561
r1bqr1k1/1p3pp1/7p/4N3/p3pP1P/PnN5/5Q1P/1R3R1K b - - 0 22,44,fuDRoXBf,e4e3,294,55,e4e3,0.0184,0.0155,0.0136,0.0132,b3d2,b3d2,b3d2,b3d2,197.0,0.0184,-0.0052,True,club,03_bands_club,2202,2202,2202,True,False,0,0.684,0.1349
4r1k1/5pbp/p4qp1/npRP4/5P2/3Q3P/P3N1P1/5RK1 b - - 0 22,44,gXWcpViH,f6b6,458,458,f6b6,0.0324,0.0393,0.0409,0.0387,a5b7,a5b7,a5c4,a5c4,582.0,0.0409,0.0063,True,club,03_bands_club,2370,2291,2291,True,False,0,0.5721,0.1452
4k1n1/pp3p2/4p3/3p4/b6R/P2n4/2r1N1P1/R1BK1B2 b - - 3 22,44,QQeJtXpT,d3f2,479,4,c2c1,0.0349,0.0266,0.0177,0.0104,c2a2,c2a2,c2a2,c2a2,479.0,0.0349,-0.0245,True,club,03_bands_club,2297,2289,2289,False,True,7,0.5958,0.1538
r4r1k/5p2/n6P/3pp3/1P2P3/P3Q3/1K1RB2q/6R1 b - - 2 30,60,ss5sMh98,h2h4,-382,75,a6c7,0.0301,0.024,0.0179,0.0153,d5d4,d5d4,d5d4,d5d4,383.0,0.0301,-0.0148,True,club,03_bands_club,2297,2281,2281,False,True,6,0.6378,0.1124
r7/ppk4p/2p3p1/4pp2/4P3/P1P2KP1/2P1P2P/3R4 b - - 0 20,40,3RU4z07Q,b7b5,28,4,a8f8,0.0308,0.0362,0.0267,0.0179,f5e4,f5e4,a8f8,a8d8,414.0,0.0362,-0.0129,True,club,03_bands_club,2306,2298,2298,False,True,5,0.4625,0.0164
r2qk2r/pp3ppp/B1nbpn2/2pp4/Q2P1Bb1/2P1PN2/PP1N1PPP/R3K2R b KQkq - 3 8,16,6pgPb29Y,d8d7,-266,0,b7a6,0.039,0.0317,0.0206,0.02,b7a6,d6f4,d8c7,d8c7,114.0,0.039,-0.019,True,club,03_bands_club,2349,2382,2382,False,True,3,0.6593,0.2597
r2qrnk1/pp3p1p/2pb1p2/7p/3P2bN/2PBB3/PPQ2PP1/2KR3R b - - 1 14,28,hgirWr7C,f8g6,-164,22,g4d1,0.0437,0.0293,0.0192,0.0094,g4d1,g4d1,g4d1,g4d1,249.0,0.0437,-0.0343,True,club,03_bands_club,2240,2206,2206,False,True,2,0.6275,0.0342
r3r3/p1q2kbp/2p2np1/4pbB1/2Np4/8/PPPN1QPP/R4RK1 b - - 3 18,36,etbe294t,e8e6,96,44,f6g4,0.0236,0.0362,0.0389,0.0325,f7g8,f7g8,f7g8,f7g8,161.0,0.0389,0.0089,True,club,03_bands_club,2215,2293,2293,False,True,2,0.623,0.0562
r5k1/p1p3pp/1p2p3/n7/2PP2PB/q1r4N/P5QP/1K1R3R b - - 0 20,40,AumRqewx,a8e8,169,15,a8f8,0.005,0.0045,0.0048,0.0054,a5c4,a3b4,a3b4,a3b4,169.0,0.0054,0.0004,True,club,03_bands_club,2240,2376,2376,False,True,7,0.669,0.1606
4r1k1/p1p3pp/1p2p3/n7/2PP2PB/q1r4N/P4Q1P/1K1R1R2 b - - 4 22,44,AumRqewx,e8b8,-29,28,a3b4,0.0011,0.0009,0.0005,0.0004,a5c4,a3b4,a3b4,a3b4,252.0,0.0011,-0.0007,True,club,03_bands_club,2240,2376,2376,False,True,7,0.6578,0.1833
4r1k1/p1p3pp/1p2p3/8/1qPP2PB/1Pr4N/5Q1P/K2R1R2 b - - 0 24,48,AumRqewx,g8h8,-348,131,b4a3,0.0017,0.0014,0.001,0.0007,b4a3,b4a3,b4a3,b4a3,147.0,0.0017,-0.001,True,club,03_bands_club,2240,2376,2376,False,True,7,0.6065,0.2981
1r1qr1k1/pB3p1p/1p3p1Q/2p1P3/3P4/6PP/PP6/1K1R3R b - - 0 20,40,Lb18EJd4,f6e5,-604,2,b8b7,0.0356,0.0245,0.0244,0.0372,b8b7,b8b7,b8b7,b8b7,305.0,0.0372,0.0016,True,club,03_bands_club,2297,2229,2229,False,True,1,0.6737,0.0534
3q2k1/p4bpp/1p3p2/4p3/4N3/1P1nP1NP/P3Q1PK/8 b - - 5 32,64,eOYOjUao,d8d7,175,6,d3b4,0.0087,0.0106,0.0127,0.0195,d3c1,d3c5,d3c5,d3c5,172.0,0.0195,0.0108,True,club,03_bands_club,2386,2371,2371,False,True,0,0.5073,0.0945
rnb2rk1/2p1qppp/1p2pn2/p2p4/P1PP4/1P1BPN2/3Q1PPP/R1B2RK1 b - - 0 10,20,WRfJRsdw,b8a6,-48,0,f6e4,0.0238,0.0249,0.0257,0.0331,c8a6,c8a6,c8a6,c8a6,121.0,0.0331,0.0093,True,club,03_bands_club,2240,2251,2251,False,True,3,0.7015,0.0528
6k1/4qppp/bN6/8/Pp1rp1QP/1P6/5PP1/2R3K1 b - - 0 24,48,WRfJRsdw,e7d8,96,58,e7d8,0.0259,0.0329,0.0417,0.0476,e4e3,h7h6,d4d8,d4d8,145.0,0.0476,0.0217,True,club,03_bands_club,2240,2251,2251,True,False,0,0.5638,0.1043
1k5r/n1p5/P2r1p2/3p2p1/1n1P3p/4B3/1Pb2PPP/R1R2NK1 b - - 3 24,48,AWHh8wvQ,d6c6,430,19,h8e8,0.0336,0.032,0.0296,0.0256,d6a6,d6a6,d6a6,d6a6,424.0,0.0336,-0.008,True,club,03_bands_club,2244,2281,2281,False,True,4,0.7274,0.1767
r4r2/pp4kp/6p1/2pP1b2/4p3/1P4PP/P3PPB1/1R3RK1 b - - 0 18,36,qtUSzYUN,h7h5,-120,42,h7h5,0.0307,0.0291,0.0218,0.0168,a8d8,a8d8,a8d8,a8d8,214.0,0.0307,-0.0139,True,club,03_bands_club,2204,2210,2210,True,False,5,0.6644,0.167
2r2rk1/6p1/7p/2ppq3/4p1b1/1N2P1P1/2Q2PP1/1R3RK1 b - - 1 26,52,NQkG5VpP,h6h5,184,27,d5d4,0.0128,0.0129,0.0098,0.0062,c5c4,c5c4,c5c4,c5c4,110.0,0.0129,-0.0066,True,club,03_bands_club,2306,2214,2214,False,True,0,0.6584,0.2444
r1q1kb1r/pp2pppp/n1p2n2/5b2/3P1B2/N4NP1/PP2PPBP/2RQ1RK1 b kq - 4 10,20,qrxt6WCQ,f5e4,-195,21,a6c7,0.0119,0.0097,0.0082,0.0083,f5h3,f5h3,f5h3,f5h3,108.0,0.0119,-0.0036,True,club,03_bands_club,2308,2204,2204,False,True,3,0.705,0.0565
r1bqkb1r/pp3pp1/5n1p/2pp4/1n1P1B2/2N2N2/PP1QPPPP/2KR1B1R b kq - 5 10,20,0SqTY1GT,c8d7,119,33,f6e4,0.0036,0.0036,0.0039,0.0035,c8f5,c8f5,c8f5,c8f5,139.0,0.0039,-0.0001,True,club,03_bands_club,2325,2264,2264,False,True,3,0.6242,0.0934
2b1k1r1/p2p1pP1/2p5/6p1/4P3/2NB4/PrP2KP1/7R b - - 1 20,40,5jl92Vm9,f7f6,168,196,e8e7,0.0091,0.0053,0.0039,0.0032,g8g7,g8g7,g8g7,g8g7,438.0,0.0091,-0.0059,True,club,03_bands_club,2239,2392,2392,False,True,6,0.4739,0.0589
r4r2/pp5k/2p3p1/3b1p2/3P3p/1PB1qPPQ/P1R3BP/7K b - - 4 24,48,9KJrlDc4,f8f7,362,0,d5f3,0.0013,0.001,0.0009,0.0009,d5f3,d5f3,d5f3,d5f3,204.0,0.0013,-0.0004,True,club,03_bands_club,2300,2318,2318,False,True,4,0.7653,0.2002
5rk1/2p1q1pp/1p1p4/3P4/1PPQ4/4PpP1/5K1P/5R2 b - - 2 26,52,F1jEDZIg,e7e8,168,63,e7d7,0.0095,0.0099,0.009,0.0079,e7g5,e7g5,e7g5,e7g5,140.0,0.0099,-0.0016,True,club,03_bands_club,2265,2345,2345,False,True,0,0.4335,0.115
r3kb1r/4pp1p/p5p1/1p2P3/2q1b3/PN2B3/1PPQ2PP/2KR3R b kq - 1 18,36,P7KlGtVG,e4f5,-22,42,e4f5,0.0203,0.0268,0.0276,0.0273,f8g7,f8g7,f8g7,a8c8,1977.0,0.0276,0.007,True,club,03_bands_club,2243,2246,2246,True,False,2,0.5565,0.0575
1rbq1rk1/p2nbppp/2nNp3/3pP3/2pP1PP1/4BN2/PPPQ3P/2KR1B1R b - - 2 12,24,5ZZmRcui,d7b6,273,4,e7d6,0.0285,0.0292,0.0358,0.0309,d8b6,d8b6,d8b6,d8b6,119.0,0.0358,0.0024,True,club,03_bands_club,2384,2327,2327,False,True,2,0.5768,0.1299
r2qk2r/ppp2ppp/2n2n2/2b1p3/4P1b1/2PP1NPP/PP6/RNBQKB1R b KQkq - 0 8,16,MmAxsbR2,f6e4,120,24,g4f3,0.0052,0.0035,0.0044,0.0062,g4f3,g4h5,g4h5,g4f3,109.0,0.0062,0.001,True,club,03_bands_club,2397,2263,2263,False,True,3,0.6477,0.0446
r4rk1/pp3pp1/3qbR1p/2p5/3pP3/P2P3P/BPPQN1P1/5RK1 b - - 0 18,36,tlfYxqGY,a8b8,-435,12,g7f6,0.0,0.0,0.0,0.0,g7f6,g7f6,g7f6,g7f6,140.0,0.0,0.0,True,club,03_bands_club,2324,2247,2247,False,True,1,0.6455,0.0199
r5k1/pp3pr1/8/2p1q3/3pPN1R/P2P3P/1PP2QP1/6K1 b - - 5 24,48,tlfYxqGY,g7g5,-234,17,e5g5,0.0162,0.0155,0.0185,0.024,g8f8,g8f8,g8f8,e5g5,136.0,0.024,0.0078,True,club,03_bands_club,2324,2247,2247,False,True,5,0.6052,0.0407
r1br2k1/3q1pb1/2pp2pp/p1P5/3P1B1P/Q4N2/P4PP1/3RR1K1 b - - 0 20,40,dWVowYTJ,d7f5,-33,0,d6c5,0.0314,0.0217,0.0142,0.0123,d6d5,d6d5,d6d5,d6d5,130.0,0.0314,-0.0191,True,club,03_bands_club,2277,2303,2303,False,True,5,0.5986,0.0212
rn1qkb1r/1p1bpp1p/p4np1/1B1P4/Q7/B1N2N2/P4PPP/R3R1K1 b kq - 1 14,28,Ioi4Ki8P,f6g8,-436,43,d8b6,0.0016,0.0009,0.0009,0.0015,f8g7,f8g7,f8g7,f8g7,289.0,0.0016,-0.0001,True,club,03_bands_club,2215,2318,2318,False,True,6,0.733,0.2729
r2qk1r1/2pn1pbp/p3p3/3b4/Q2P4/5N2/PP1N1PPP/R1B1R1K1 b q - 8 14,28,X9M9DS2O,d8c8,-123,0,g7h6,0.0053,0.0055,0.0049,0.0047,g7h6,g7f6,g7f6,e8f8,108.0,0.0055,-0.0006,True,club,03_bands_club,2215,2229,2229,False,True,2,0.5618,0.0343
r5r1/2qn1k2/p1pbp2p/3b1p2/QP1P3B/P4N2/3N1PPP/2R1R1K1 b - - 1 22,44,X9M9DS2O,d6h2,84,44,d6h2,0.03,0.0158,0.0081,0.0058,g8g4,g8g4,g8g4,g8g4,135.0,0.03,-0.0242,True,club,03_bands_club,2215,2229,2229,True,False,2,0.5864,0.1445
8/pQ3pk1/3r1p2/3Pb1p1/5q1p/1P1R1N1P/r4PP1/4RK2 b - - 2 34,68,FLZ4pBwm,d6d8,147,57,d6d8,0.0107,0.0083,0.0053,0.0051,d6b6,d6b6,d6b6,d6b6,116.0,0.0107,-0.0056,True,club,03_bands_club,2329,2345,2345,True,False,0,0.5278,0.163
3r4/pp3ppk/6bp/2P5/1Pq5/P2p1P1P/3R2P1/2B1Q2K b - - 0 26,52,53BC0W0k,d8e8,272,156,d8e8,0.0058,0.0031,0.0024,0.0019,b7b6,b7b6,d8d7,a7a5,170.0,0.0058,-0.0039,True,club,03_bands_club,2291,2363,2363,True,False,0,0.6135,0.1886
8/pp3ppk/7p/2P2b2/1P5q/P2p1P1P/3Br1PQ/3R3K b - - 8 30,60,53BC0W0k,e2d2,692,304,e2d2,0.0197,0.0189,0.0157,0.013,h4f2,h4f2,h4f2,h4f2,306.0,0.0197,-0.0067,True,club,03_bands_club,2291,2363,2363,True,False,0,0.6737,0.1302
r1k4r/p2nb2p/1p2Nn2/1p4B1/3P4/1P6/1P4PP/2R2RK1 b - - 2 20,40,zvELOHIw,d7c5,-521,32,c8b7,0.0059,0.0029,0.002,0.0016,c8b7,c8b7,c8b7,c8b7,166.0,0.0059,-0.0043,True,club,03_bands_club,2206,2200,2200,False,True,6,0.5854,0.1366
2r1r1k1/p4pb1/1p1q2p1/2pP1p1p/2P1n2P/3NP1P1/P1Q2PB1/1RR3K1 b - - 0 22,44,y8ctbKJG,e4g3,189,137,g7h6,0.0465,0.0493,0.0474,0.0334,e4c3,e4c3,e4c3,e8e7,247.0,0.0493,-0.0131,True,club,03_bands_club,2284,2391,2391,False,True,2,0.6237,0.1488
4rrk1/ppp3pp/3pb3/6q1/2P1QP2/1P2P3/PB4PP/R4RK1 b - - 0 18,36,qJk7HO9w,g5c5,-113,48,g5h4,0.045,0.0468,0.0456,0.043,g5g4,g5g4,g5g4,g5g4,142.0,0.0468,-0.002,True,club,03_bands_club,2351,2270,2270,False,True,5,0.5785,0.1318
5rk1/p1p3p1/3p2r1/7p/2P1qP2/1P2P1PP/PB4QK/4R3 b - - 2 28,56,qJk7HO9w,f8f4,175,229,e4d3,0.0063,0.003,0.0018,0.0016,e4d3,e4d3,e4d3,e4d3,347.0,0.0063,-0.0047,True,club,03_bands_club,2351,2270,2270,False,True,5,0.4508,0.1239
1rb2k1r/5p2/5qp1/3PN2p/2N5/PnQ4P/5PP1/R4RK1 b - - 2 22,44,Nxd00JOl,f8g7,-485,43,b3a1,0.0155,0.02,0.0218,0.0247,b3a1,b3a1,b3a1,b3a1,256.0,0.0247,0.0092,True,club,03_bands_club,2241,2246,2246,False,True,6,0.6949,0.1604
1r6/1q3ppk/7p/8/p1RPp3/P3P1P1/QP3P1P/6K1 b - - 2 32,64,Ng7ZYHgh,b7d5,304,562,b7b5,0.0092,0.0073,0.0057,0.0061,b7b2,b7b2,b7b2,b7b2,738.0,0.0092,-0.0031,True,club,03_bands_club,2381,2221,2221,False,True,5,0.6025,0.1386
r3rnk1/p4p2/1p2p1p1/2pqP2Q/3pNP1b/3P4/PPP2PRN/6RK b - - 0 24,48,xYqeZGqY,g8g7,-698,67,h4d8,0.043,0.0425,0.0396,0.0288,h4e7,h4e7,h4e7,h4e7,273.0,0.043,-0.0142,True,club,03_bands_club,2202,2256,2256,False,True,1,0.7779,0.0875
3rr1k1/p1qnbppp/1p6/4pPP1/4P1Q1/2PnN2P/PP6/R1BR1NK1 b - - 2 22,44,re0vjti0,d7f8,-81,50,d7c5,0.0039,0.004,0.0037,0.0049,d3c1,d3c1,d3c1,d3c1,193.0,0.0049,0.001,True,club,03_bands_club,2243,2214,2214,False,True,2,0.6158,0.0503
rn1q1rk1/pp3p2/3b2p1/2pp1PNp/3P4/2P4Q/P1P3PP/R1B2RK1 b - - 0 14,28,pQCpQbUq,d8f6,-317,11,d6e7,0.0308,0.0446,0.0467,0.0346,c5d4,c5d4,c5d4,c5d4,284.0,0.0467,0.0038,True,club,03_bands_club,2361,2284,2284,False,True,6,0.7265,0.1352
2r2rk1/p2nbp2/1qp1b2p/3pP1p1/2P5/1P1B2NP/P1QB2P1/4RR1K b - - 2 22,44,nJhNwwmf,c8e8,-335,5,f8e8,0.0031,0.0031,0.0029,0.0036,b6c7,b6d4,b6d4,b6d4,198.0,0.0036,0.0005,True,club,03_bands_club,2243,2218,2218,False,True,6,0.737,0.1924
2r1rnk1/p3bp2/1qp1b2p/3pPBpN/2P5/1P5P/P1QB2P1/4RR1K b - - 6 24,48,nJhNwwmf,b6c7,-382,35,c6c5,0.0135,0.0122,0.0088,0.006,e6f5,e6f5,e6f5,d5c4,417.0,0.0135,-0.0075,True,club,03_bands_club,2243,2218,2218,False,True,6,0.7129,0.198
4r1k1/ppp2pp1/2nb1n1p/3p4/3P4/1PP2N1q/P1QN1P2/R1B2BK1 b - - 1 16,32,HpRz2WlC,e8e1,648,648,e8e1,0.0057,0.0036,0.0029,0.0042,h3g4,h3g4,h3g4,h3g4,688.0,0.0057,-0.0015,True,club,03_bands_club,2360,2233,2233,True,False,7,0.6279,0.1924
2r3k1/pbr1qpp1/1pn1pb1p/3p4/1P1P4/P1R1PNP1/1Q2NPBP/2R3K1 b - - 8 20,40,5aD5oIqo,e7d8,-4,2,g7g6,0.0181,0.0226,0.0264,0.0265,e6e5,e6e5,e6e5,e6e5,121.0,0.0265,0.0084,True,club,03_bands_club,2278,2203,2203,False,True,2,0.6095,0.1109
2kr1bnr/pp3ppp/1q1pp3/1N2P3/B3P3/1Q2B3/PP3PPP/R4K2 b - - 5 16,32,eHuHuLu2,b6c5,-855,16,b6a5,0.0037,0.0025,0.0018,0.0016,b6a6,b6a6,b6a6,b6a6,184.0,0.0037,-0.0021,True,club,03_bands_club,2300,2328,2328,False,True,1,0.7318,0.0252
r2q1rk1/1p1n1pp1/p1pbbn1p/3p4/3P1P1B/2NBP3/PP1N2PP/R2Q1RK1 b - - 0 12,24,kaH31o8k,d7b6,-94,5,d8c7,0.0207,0.0121,0.0055,0.0028,b7b5,d8c7,d8c7,d8c7,188.0,0.0207,-0.0179,True,club,03_bands_club,2310,2246,2246,False,True,3,0.6656,0.0562
5rk1/pb3qp1/1p1pp3/2p1PrB1/5PPQ/3P4/PPP5/R4RK1 b - - 0 22,44,wzKqmiQ6,f7d7,-301,9,f5g5,0.0025,0.0017,0.0013,0.0012,f5g5,f5g5,f5g5,f5g5,161.0,0.0025,-0.0013,True,club,03_bands_club,2273,2284,2284,False,True,6,0.5833,0.0323
r1bqk1r1/pp1n1pBR/2p5/8/4P3/5NP1/PPP2K2/RN3B2 b q - 0 14,28,vPBHYhJ2,g8g7,492,73,d8b6,0.0322,0.0212,0.0133,0.0097,d7f6,d7f6,d7f6,d8b6,199.0,0.0322,-0.0225,True,club,03_bands_club,2261,2246,2246,False,True,4,0.7465,0.2723
1r2r1k1/2q1Bpp1/Q4n1p/P2b1N2/5b2/2P3P1/5P1P/RN2R1K1 b - - 0 24,48,WmIwbjTr,d5c4,403,164,d5b7,0.0248,0.0222,0.0211,0.0215,f4g5,f4g5,f4e5,f4e5,387.0,0.0248,-0.0033,True,club,03_bands_club,2215,2242,2242,False,True,0,0.5452,0.1095
1r2r1k1/2q1Bpp1/Q4n1p/P2b1N2/5b2/2P3P1/5P1P/RN2R1K1 b - - 4 26,52,WmIwbjTr,d5c4,437,196,d5c4,0.0248,0.0222,0.0211,0.0215,f4g5,f4g5,f4e5,f4e5,421.0,0.0248,-0.0033,True,club,03_bands_club,2215,2242,2242,True,False,0,0.5441,0.1087
2kr3r/pp1n2p1/1qp1Q3/3n4/1b1PNB2/5P2/PPP1N1PP/2KR3R b - - 0 16,32,STyKJt1f,b6a6,-142,84,b6a6,0.0377,0.0453,0.0484,0.0403,h8e8,h8e8,h8e8,h8e8,111.0,0.0484,0.0026,True,club,03_bands_club,2355,2370,2370,True,False,6,0.6296,0.1614
2r3k1/3nbpp1/p1qp1n2/1p2pP1p/4P3/PNPQ3P/1KP2BP1/3RR3 b - - 4 20,40,gb529aSF,h5h4,67,67,e7d8,0.0108,0.0068,0.005,0.0068,d7c5,d7b6,d7b6,d7b6,116.0,0.0108,-0.004,True,club,03_bands_club,2368,2324,2324,False,True,2,0.5857,0.0542
